Tipo|Medio General|Medio Específico|Título|Resumen|Fecha Emisión|Valorización|Cm2|Duración|Página|Personajes|Candidatos 2016|Tono|Mes Emisión
Web|El Comercio|elcomercio.pe|Carmen Omonte defiende las elecciones en Perú Posible|La candidata a la vicepresidencia de la República por Perú Posible, Carmen Omonte, defendió las elecciones internas del partido, tras las cuales antiguos militantes como Daniel Mora y Luis Thais renunciaron a la agrupación...Siempre va a haber militantes que no van a estar de acuerdo. Nadie ha cuestionado a Keiko Fujimori, a Alan García y a otros partidos sobre qué fórmulas de elección han generado para sus vicepresidencias. Perú Posible es el único partido que ha hecho un esfuerzo en ese sentido"", refirió Omonte.|20/12/2015|5994.53||0||María Del Carmen Omonte Durand|Keiko Fujimori Higuchi|Neutro|2015-12
Televisión|Panamericana TV|Buenos Días Perú|Entrevista al analista político Pedro Tenorio (Canal 5)|Tras la última encuesta de Ipsos publicada este domingo, la cual muestra un alza de César Acuña en el tercer lugar, el analista político Pedro Tenorio comentó respecto a los posibles escenarios que se darían en las elecciones presidenciales del 2016 debido que Keiko Fujimori se mantiene liderando la intención de voto seguida de Pedro Pablo Kuczynski.|14/12/2015|72947.16||981||Pedro Tenorio Narváez|Keiko Fujimori Higuchi|Neutro|2015-12
Web|Correo|diariocorreo.pe|El menú de candidatos - Renato Sandoval|Intentemos echarle un poco de humor a la campaña y pongamos en el papel de guardianes de casa a cinco candidatos presidenciales. A quién de ellos le dejaría cuidando a sus hijos. Sin escabullirse en la negación porque el próximo año a alguien tenemos que dejarle la casa por un quinquenio.. PPK podría ser el abuelo que engríe al nieto. Ya no correría detrás del pequeño, sino solo observaría y lo educaría con mano firme como la de un ministro de Economía. El niño aprendería a hacer negocio y le daría más valor al dinero que a su propia vida...César Acuña no se ve como un mal padre, pero todo lo resolvería con dinero. Inclusive si el niño hiciera un berrinche, le compraría el llanto por gotas y de yapa su beca para la universidad. El niño no leería ni Coquito y se la pasaría mirando Esto es guerra y Combate.|11/12/2015|702.1|326.28|0||Renato Sandoval Gonzáles|Keiko Fujimori Higuchi|Neutro|2015-12
Televisión|RPP|Ampliación de Noticias - RPP|Gustavo Rondón da detalles sobre investigación del caso agendas de Nadine Heredia (RPP TV)|Entrevista. El presidente de la Comisión de Fiscalización del Congreso, Gustavo Rondón, aseveró que las investigaciones de su grupo de trabajo en el caso de las agendas de Nadine Heredia tienen plazo hasta el 21 o 23 de marzo pero esperan terminar todo hasta fines de enero. Explicó que a las nuevas personas que han pasado a condición de investigadas en este caso se les ha cursado los debidos pliegos de preguntas. Recalcó que han tratado ser los más estrictos posibles en cumplir el debido proceso. En otro momento, sostuvo que si no se invitó a su comisión a Keiko Fujimori para que explique los supuestos aportes fantasmas a su partido fue porque cuando se sometió a voto la mayoría consideró que no era necesario. Precisó que según lo que ha visto del informe de la ONPE si hay cosas que explicar en este tema. Rondón manifestó que en el caso de César Acuña hay un informe que ya ha llegado a la mesa directiva. Recordó lo mal que se condujo la Megacomisión que investigó a Alan García pues demoró un montón de tiempo y al final el Poder Judicial o Ministerio Público ya dieron su veredicto.|15/12/2015|3536||800||Gustavo Bernardo Rondón Fudinaga|Keiko Fujimori Higuchi|Neutro|2015-12
Medio Impreso|La Nación|La Nación|Corrupción en la FFAA|Ollanta Humala arremetió contra ""la dictadura fujimorista"" durante su discurso en la ceremonia por el Día del Ejército. fue un golpe a Keiko recordando lo que hizo su padre Alberto Fujimori señalando que ""Hemos vivido la dictadura fujimorista en los 90, corrompieron el alto mando de la Fuerzas Armas, se robaron los presupuestos de las Fuerzas Armas y quisieron utilizarlas como un partido político"".|11/12/2015|301.53|57.26|0|2|Ollanta Moisés Humala Tasso|Keiko Fujimori Higuchi|Negativo|2015-12
Medio Impreso|El Comercio|El Comercio Cuerpo A|Las fórmulas del 2016 - Hugo Guerra|Quisiera celebrar el advenimiento del nuevo año con optimismo, pero cuando analizo la política nacional solo puedo avizorar el 2016 con recelo. La campaña electoral, hasta este punto, es un desastre , con pocas excepciones. La falta de consistencia ideológica , organización y trayectoria de la mayor parte de instituciones participantes (increíblemente 19 fórmulas) ratifica que prácticamente carecemos de partidos políticos , pero abundan los clubes electorales oportunistas que se aprestan no a tomar el poder , sino a asaltar el Estado. (...) Así, solo quedan tres opciones razonables: PPK ofrece una alternativa interesante y viable, pese a la presencia de gente de tercer nivel en su lista. Keiko Fujimori es también atendible porque, aunque cueste decirlo, ella no es lo mismo que su corrupto padre.|28/12/2015|2981.55|325.64|0|16|Hugo Guerra Arteaga|Keiko Fujimori Higuchi|Neutro|2015-12
Web|Canal N|canaln.pe|Tuesta: fujimoristas no dejarán votar por Keiko tras separar a congresistas Analista comentó que el mismo Alberto Fujimori ha respaldado a su hija.|El analista Fernando Tuesta opinó que será difícil que los fujimoristas dejen de votar por Keiko Fujimori tras apartar a figuras históricas del partido político. “Creo que no perderá votos, porque hasta el más encendido seguidor de los que han sido retirados de la lista, podrá votar por ella mordiéndose la lengua”, mencionó. Tuesta mencionó que el mismo Alberto Fujimori ha expresado su apoyo a la medida.|31/12/2015|104|99.81|0||Fernando Tuesta Soldevilla|Keiko Fujimori Higuchi|Positivo|2015-12
Televisión|RPP|RPP - Enfoque de los Sábados|Entrevista al presidente de Confiep, Martín Pérez (RPP TV)|Entrevista. El presidente de Confiep, Martín Pérez, realizó un análisis de lo que fue la CADE 2015 y dijo que la misma fue de “consenso”, al remarcar que se coincidió que los grandes temas del país son la institucionalidad y la competitividad. Tras comentar algunas frases de Keiko Fujimori, Alejandro Toledo y Alan García; recordó que el ministro de Economía dijo que hay muchas iniciativas complejas desde el punto de vista de la estabilidad económica. En otro momento, resaltó que los postulantes se hayan referido acerca de crear un régimen tributario especial para las Mypes y el régimen laboral que podrían tener. Agregó que se deben hacer transparentes los aportes privados a las campañas políticas. Más adelante, destacó la necesidad que los candidatos presidenciales ofrezcan los mejores postulantes al Congreso, los cuales deben estar sujetos a un escrutinio público previo, anotó. Finalmente, se refirió acerca del discurso de clausura que brindó el presidente Ollanta Humala del cual dijo es el mejor que ha escuchado.|05/12/2015|4442.1||1005||Martín Pérez Monteverde|Keiko Fujimori Higuchi|Positivo|2015-12
Medio Impreso|Expreso|Expreso|Fujimoristas evaluados - Martha Meier|El expresidente Alberto Fujimori sugiere que debe incluirse en la lista congresal a Luz Salgado, Luisa Cuculiza, Alejandro Aguinaga y Martha Chávez, cuatro cuadros de la vieja guardia naranja. Veamos. Luz Salgado, mujer capaz, leal y honesta, ya cumplió un importante ciclo congresal. Su cercanía al ingeniero Fujimori podría jugar contra la candidata de Fuerza Popular (K).(...) E! doctor Alejandro Aguinaga es indefendible: carga el pasivo de las AQV (Anticoncepción Quirúrgica Voluntaria), arma de ataque contra la candidata Keiko, ajena al tema.|26/12/2015|1479.25|241.4|0|2|Martha Meier Miró Quesada|Keiko Fujimori Higuchi|Positivo|2015-12
Radio|Capital|Guido Lombardi|Entrevista al candidato oficialista Daniel Urresti y a la exalcaldesa Susana Villarán (Capital)|Entrevista. El candidato oficialista Daniel Urresti comentó que su amistad con la exalcaldesa Susana Villarán nació hace más de un año, cuando ambos ocupaban sus anteriores cargos y expresó que le solicitó que se una a su plancha porque es una persona honrada. Mientras tanto, Villarán reconoció que tras su periodo de alcaldesa, buscaba apoyar a las mujeres del interior del país, fuera de la política, sin embargo, el ascenso de la lideresa Keiko Fujimori, en las encuestas, le hizo cambiar de opinión, pues no quiere que el país caiga ante el 'fujimontesinismo'. Asimismo, precisó que aceptó la propuesta del nacionalismo puesto que bajo su punto de vista, Urresti nunca le falló a Lima. La nueva integrante de la plancha presidencial nacionalista criticó la posición de Vladimiro Huároc. La entrevista contó con la participación de los oyentes.|21/12/2015|8821.96||2572||Susana María del Carmen Villarán de la Puente|Keiko Fujimori Higuchi|Neutro|2015-12
Web|Correo|diariocorreo.pe|Desesperación palaciega - Iván Slocovich|Heredia y Humala saben muy bien que si el fujimorismo llega al poder en 2016, la pasarían muy mal tanto en el Congreso como en el Ministerio Público y el Poder Judicial. Distinto sería si el ganador fuera Pedro Pablo Kuczynski y César Acuña. Con Alan García también podrían verla a cuadritos. Sin embargo, en vista de que el líder aprista anda en el cuarto lugar en las encuestas, parece no preocuparles mucho. Hoy, sin duda, su objetivo es tumbarse a la candidata Fujimori.|29/12/2015|702.1||0||Iván Slocovich Pardo|Keiko Fujimori Higuchi|Neutro|2015-12
Televisión|RPP|RPP NOTICIAS - EDICIÓN MAÑANA |Candidatos en campaña (RPP TV)|El exministro Daniel Urresti señaló que Gana Perú le dio un respaldo total a su precandidatura presidencial. Aseveró que espera ratificar su candidatura luego de las elecciones internas. Urresti criticó las propuestas de Pedro Pablo Kuczynski y Keiko Fujimori sobre seguridad ciudadana. Asimismo, halagó de manera sarcástica a César Acuña. De otro lado, PPK descartó alguna alianza electoral en las próximas elecciones. Recalcó que no se puede tolerar la corrupción porque roba el dinero del pueblo. En tanto, Alejandro Toledo visitó el distrito de San Luis desde donde negó haber realizado expresiones en contra de la unión civil|11/12/2015|1825.46||413||Daniel Belizario Urresti Elera|Keiko Fujimori Higuchi|Negativo|2015-12
Web|Perú 21|peru21.pe|Luis Davelouis: Una idea para CADE|Keiko, PPK, Alan, Acuña y Toledo no saldrán de sus lugares comunes ni zonas de confort; en CADE podrá estar representado el 70% del PBI y las billeteras más gordas, pero los votos están en otro lado. CADE no puede hacerlos ganar, pero los puede comprometer a trabajar en lo básico (seguridad y educación) y a que empiecen hoy, con este gobierno, no el 28 de julio.|06/12/2015|1874.83||0||Luis Davelouis Lengua|Keiko Fujimori Higuchi|Neutro|2015-12
Radio|Radio San Borja|No hay Derecho|Declaraciones del director de la revista Poder David Rivera (San Borja)|Enlace telefónico. El director de la revista Poder, David Rivera, aseguró que el fujimorismo perdió las elecciones en el 2011 por minimizar los casos de violación de derechos humanos que ocurrieron en el gobierno de su padre. Agregó que eso habría provocado un cambio de discurso de Keiko Fujimori. Rivera recordó que Pedro Pablo Kuczynski logró el respaldo de Fernando Rospigliosi, quien también había conversado con Keiko Fujimori. En otro momento, afirmó que César Acuña sería derrotado por Keiko en una segunda vuelta.|02/12/2015|1327.87||1241||David Rivera Del Águila|Keiko Fujimori Higuchi|Neutro|2015-12
Web|América TV|americatv.com.pe|Elecciones 2016: Yeni Vilcatoma integrará equipo de Keiko Fujimori|La exprocuradora adjunta anticorrupción Yeni Vilcatoma confirmó que formará parte del equipo de Keiko Fujimori, candidata presidencial de Fuerza Popular, con miras a las elecciones 2016.. Según informó el diario Correo, Vilcatoma rechazó propuestas para integrar diversos partidos políticos, pero finalmente decidió apoyar a Keiko Fujimori.. De acuerdo al diario, una de las condiciones que exigía Yeni Vilcatoma para unirse a un partido era que se escucharan sus propuestas para “reformar e independizar la Procuraduría Anticorrupción”..|14/12/2015|1554.16||0||Yeni Vilcatoma De la Cruz|Keiko Fujimori Higuchi|Positivo|2015-12
Web|Canal N|canaln.pe|Keiko desafió al ala histórica del fujimorismo con reforma de lista al Congreso [RESUMEN]|Los analistas consideraron que el pronunciamiento de Alberto Fujimori afectaba directamente el intento de Keiko de colocarse al centro del espacio político, con actos como el reconocimiento a la importancia de la Comisión de la Verdad y Reconciliacion (CVR), que siempre ha sido muy cuestionada por el ala dura del fujimorismo, así como de los delitos que se cometieron entre 1990 y el 2000. A las puertas del inicio oficial de la campaña electoral, en enero próximo, Keiko Fujimori encabeza los sondeos de opinión con un 30 % de aprobación, seguida por el exministro de Economía Pedro Pablo Kuczynski, con un 11 %, y el empresario César Acuña, con un 8 %.|29/12/2015|104|99.81|0||Alejandro Aurelio Aguinaga Recuenco|Keiko Fujimori Higuchi|Positivo|2015-12
Medio Impreso|Diario Uno|Diario Uno|Fujimorismo: todo queda en casa - César Levano|Keiko Fujimori confirmó ayer que los congresistas Martha Chávez, Luisa María Cuculiza y Alejandro Aguinaga no irán a la reelección en la lista de Fuerza Popular. Hace poco, desde el penal de Barbadillo, Alberto Fujimori había defendido al trío ahora excluido. (...) Keiko ha reiterado que la separación electoral de esas tres figuras fue producto de una evaluación interna en el partido Fuerza Popular.|30/12/2015|2368.4|248.86|0|2|César Lévano|Keiko Fujimori Higuchi|Negativo|2015-12
Radio|Exitosa|Milagros Leiva en Exitosa |Entrevista al exviceministro del Interior, Dardo López-Dolz (Exitosa)|Entrevista. El exviceministro del Interior, Dardo López-Dolz, señaló que se puede declarar el estado de emergencia en el Callao pero no se precisa en cuanto podría beneficiar esta medida al primer puerto. Asimismo, consideró que la Marina de Guerra no sería la indicada para salir a patrullar las calles del Callao. Más adelante, López se pronunció sobre las propuestas de los candidatos César Acuña, Keiko Fujimori, Alejandro Toledo y PPK para recobrar la paz en el país.|04/12/2015|1903.23||1007||Dardo López - Dolz|Keiko Fujimori Higuchi|Neutro|2015-12
Medio Impreso|Diario Uno|Diario Uno - La Revista|Twitter - Luis Favre|""Keiko Fujimori admite que carece de una experiencia laboral sólida"" (Favre, trabajando para el mejor postor).|20/12/2015|428.31|39.89|0|2|Luis Favre|Keiko Fujimori Higuchi|Negativo|2015-12
Medio Impreso|Correo|Correo|¡Fujishock!|En contra del pedido de su padre, Keiko desembarca de la lista de candidatos al Congreso a los ""históricos"" Martha Chávez, Luisa Cuculiza y Alejandro Aguinaga.|30/12/2015|7938.12|498.03|0|1|Luisa María Cuculiza Torre|Keiko Fujimori Higuchi|Positivo|2015-12
Televisión|América TV|Primera Edición|Martha Chávez: “el objetivo es que Keiko Fujimori sea presidenta” (Canal 4)|La congresista Martha Chávez aseguró que luego de la campaña se sabrá si fue un error o no haber sacado a varios congresistas de la lista de Fuerza Popular. Además, refirió que el objetivo es que Keiko Fujimori sea presidenta. Asimismo, descartó participar en la campaña electoral.|31/12/2015|16533.64||107||Martha Gladys Chávez Cossío|Keiko Fujimori Higuchi|Positivo|2015-12
Medio Impreso|Correo|Correo|""Yo no entro en la política para proteger a nadie""|Entrevista a Yeni Vilcatoma, exprocuradora y miembro del equipo de Fuerza Popular. (...) - ¿Y usted cree que la candidata presidencial Keiko Fujimori cumplirá con la propuesta que usted plantea ? La señora Keiko, luego de analizar y evaluar esta propuesta, la aceptó y la hizo suya. Esto evidencia de manera objetiva que va a luchar contra la corrupción.|29/12/2015|7957.24|832.6|0|6|Yeni Vilcatoma De la Cruz|Keiko Fujimori Higuchi|Positivo|2015-12
Radio|Exitosa|Juan Carlos Tafur en Exitosa|Entrevista a José Chlimper, candidato a primer vicepresidente por Fuerza Popular (Exitosa)|Entrevista. José Chlimper, candidato a primer vicepresidente por Fuerza Popular, comentó sobre las proyecciones al interior del partido y cómo Keiko Fujimori viene avanzando. En respuesta a Pablo Secada, refirió que sus declaraciones son apresuradas al no ver cómo la lideresa va a manejar el grupo sucediendo a su padre, Alberto. Explicó que el mercado debe ser el motor de crecimiento, “pero eso no debe enervar que el Estado, y no solo a través de los entes reguladores como Osinergmin y el precio de la gasolina, sino que en algunos casos tenga una acción directa y actúe como regulador”. Sobre el tema Lote 192, refirió que a Petroperú se le ha levantado el candado para que pueda administrar, respetando el contrato con Pacific; “(a) Petroperú queremos convertirlo en un ecopetrol con gobierno corporativo con transparencia (…) si formulamos una opinión de espaldas al sentimiento mayoritario y colectivo de la población de Loreto ¿Cómo queremos paz social?”, enfatizó. En otro momento, Chlimper resaltó la necesidad de atender problemas de sectores como trabajo, salud, sociedad, agro, ambientales u otros. Agregó que antes de aceptar la nominación renunció a los cargos que poseía en otras empresas. Más adelante, recordó las acciones del Estado para promover exportaciones y crecimiento sostenible; ante ello, puntualizó que aún no se aprecia que impacto tendrá el Fenómeno de El Niño – no desmereció la presentación de Fujimori Higuchi ante la CADE 2015 – el manejo del Fondo de Estabilización o presupuesto del país.|22/12/2015|3453.03||1827||José Chlimper Ackerman|Keiko Fujimori Higuchi|Positivo|2015-12
Televisión|RPP|Central de Informaciones |Martha Chávez indicó que no es momento de discutir la decisión de no dejarla postular a la reelección (RPP TV)|Titular. La congresista por Fuerza Popular, Martha Chávez, señaló que la estrategia fujimorista es que su lideresa Keiko Fujimori gane las elecciones presidenciales 2016, y que no es momento de discutir la decisión de no dejarla postular a la reelección.|30/12/2015|92.82||21||Martha Gladys Chávez Cossío|Keiko Fujimori Higuchi|Positivo|2015-12
Televisión|Canal N|N Portada|Titulares de N Portada (Canal N)|Titulares del programa N Portada..Cuculiza: “Keiko sacará a su padre de donde está”. Congelan cuentas de Ecoteva. Alan García pide a la ONPE investigar cuentas de Acuña. Piden protección para juez amenazado.|17/12/2015|1484||106||Luisa María Cuculiza Torre|Keiko Fujimori Higuchi|Positivo|2015-12
Medio Impreso|La República|La República|APRA-PPC: esperando los efectos - Mirko Lauer|El Apra y el PPC tienen que esperar todas las fiestas de fin de año y además un par de semanas de enero para descubrir los primeros efectos que tendrá su alianza. (...) ¿Dónde están hoy los votantes pasados del PPC, que tantas veces lo pusieron al filo del triunfo? La respuesta natural es que dispersos entre casi todas las candidaturas actuales. Aunque la de Pedro Pablo Kuczynski probablemente sea la más expuesta a una cierta sangría. Sobre todo porque se ha establecido en torno de PPK una aureola de estancamiento, y un peligro de ser alcanzado pronto por César Acuña. La otra fuente de votos adicionales para la alianza Apra-PPC podría ser el elector desencantado con el giro modernizador de Keiko Fujimori.|18/12/2015|1178.74|242.29|0|4|Mirko Lauer|Keiko Fujimori Higuchi|Neutro|2015-12
Medio Impreso|Correo|Correo|¡Fujishock!|En contra del pedido de su padre, Keiko desembarca de la lista de candidatos al Congreso a los ""históricos"" Martha Chávez, Luisa Cuculiza y Alejandro Aguinaga.|30/12/2015|7938.12|498.03|0|1|Alejandro Aurelio Aguinaga Recuenco|Keiko Fujimori Higuchi|Positivo|2015-12
Medio Impreso|La Razón|La Razón|¿Quién gobierna? - Ítalo Oberto-Besso|La pareja presidencial, como exigían llamar al presidente y a su esposa al principio de este gobierno a los funcionarios públicos, dedica su tiempo y esfuerzos a inmiscuirse en la campaña electoral, en abierto descuido de su función en el Ejecutivo. El presidente Humala aprovecha cualquier oportunidad -inauguraciones, presentaciones y celebraciones- para lanzar puntillazos a los candidatos; en realidad los dardos van dirigidos en especifico a Alan Garcia y a Keiko Fujimori, enemigos jurados de su esposa. Pedro Cateriano, por su parte, se encuentra en calidad de desaparecido.|24/12/2015|1178|200.42|0|4|Ollanta Moisés Humala Tasso|Keiko Fujimori Higuchi|Negativo|2015-12
Medio Impreso|Perú 21|Perú 21|""Keiko debe conversar con su padre""|Entrevista a Esther Saavedra. Candidata al Congreso por Fuerza Popular. ¿Por qué postulará por Fuerza Popular? He sido invitada por varios partidos políticos. Tengo que agradecerles a Alejandro Toledo y a César Acuña, que me invitaron. Pero finalmente me decidí por Fuerza Popular. ¿Por qué? Han rescatado el trabajo de Esther Saavedra. Keiko me ha dicho que quiere que la ayude en el proyecto de su partido y a luchar contra la corrupción. La segunda razón por la que me decidí es porque se trata de un partido sólido.|20/12/2015|8455.39|785.43|0|9|Esther Saavedra Vela|Keiko Fujimori Higuchi|Positivo|2015-12
Medio Impreso|El Comercio|El Comercio Cuerpo A|Reseña de los hombres de negocios|CADE congrega a los más destacados personajes del mundo empresarial. El Comercio recogió algunas opiniones sobre las propuestas escuchadas en Paracas. (...) -Ricardo Vega Llona, presidente del grupo OHL, Perú. ""Keiko tuvo un a exposición ordenada, tratando de potenciar su liderazgo, aunque corriéndose un poco a la centroizquierda"". -Eduardo Rubio, gerente de relaciones externas de Anglo American, ""En la medida que PPK quiera seguir apoyando el sector minero, estoy cómodo con su candidatura"". -Martín Pérez, presidente de la Confiep. ""Hay mucha gente que está hablando de la institucionalidad, de que el Poder Judicial sea independiente y mejor sueldos a los funcionarios públicos. Es interesante escucharlo de alguien que fue presidente y es candidato"".|05/12/2015|18462.25|471.28|0|4|Ricardo Vega Llona|Keiko Fujimori Higuchi|Neutro|2015-12
Televisión|RPP|Central de Informaciones |Abogado de Alberto Fujimori, William Paco Castillo se pronuncia sobre carta notarial enviada a Ollanta Humala (RPP TV)|El abogado de Alberto Fujimori, William Paco Castillo, señaló que envió una carta notarial dirigida al presidente de la República, Ollanta Humala, a causa de las aseveraciones que este realizó sobre su defendido. Pidió que a través del Ministerio de Justicia, vía el INPE, se permita una entrevista en la que Alberto Fujimori replique las imputaciones del mandatario. Luego el periodista Jesús Verde comentó que la puesta en libertad de Alberto Fujimori podría generar algún tipo de traba en la candidatura de Keiko Fujimori.|18/12/2015|3951.48||894||Jesús Verde |Keiko Fujimori Higuchi|Neutro|2015-12
Medio Impreso|Exitosa|Exitosa Diario|Sanando heridas ... cerremos filas - Miguel Torres|Escribo esta columna tras escuchar algunas charlas en CADE 2015. Es interesante ver cómo las heridas del pasado sanan con el tiempo. Hoy es el momento de mirar con objetividad el futuro, sin resentimientos, por el bien de nuestra propia historia. (...) Hace unas semanas escribí respecto al derecho que tenemos los peruanos de reconciliarnos, siendo tolerantes. Aplaudí que Keiko Fujimori reconociera errores cometidos en los ’90. Pero me llena de alegría ver y escuchar cuando los peruanos que están pensando en el país reconocen los logros alcanzados en esa misma década.|04/12/2015|1599.86|214.79|0|9|Miguel Ángel Torres Morales|Keiko Fujimori Higuchi|Positivo|2015-12
Medio Impreso|Gestión|Gestión|Con alianzas o sin ellas - Enrique Castillo|La última encuesta de Ipsos nos muestra la misma tendencia que la de Datum. Un César Acuña -todavía sin Favre- que se convierte en el único candidato que da constantes e importantes saltos hacia arriba, para alcanzar primero a un Alan García, que cae por goteo porque sus propuestas no conectan y su imagen no mejora; y luego a un PPK que parece haber perdido la brújula, porque no puede salir de ese 16% en el que se ha estancado desde el 2011. Keiko Fujimori sigue cómoda arriba, aunque parece haber llegado a un techo del que baja casi imperceptiblemente de punto en punto.|14/12/2015|2346.93|157.48|0|27|Enrique Castillo Paredes|Keiko Fujimori Higuchi|Neutro|2015-12
Televisión|RPP|RPP NOTICIAS - EDICIÓN TARDE|Declaraciones de congresista Héctor Becerril (RPP TV)|En vivo desde el Congreso, el parlamentario de Fuerza Popular, Héctor Becerril, lamentó las declaraciones del presidente de la República, Ollanta Humala, quien calificó a Alberto Fujimori como “ladrón de marca mayor”, refiriéndose a su gestión presidencial. En ese sentido, Becerril se refirió a los juicios a los que está sometido la presidenta del Partido Nacionalista y primera dama, Nadine Heredia, y consideró que la pareja presidencial está “obsesionada” con Keiko Fujimori, puesto que lidera las encuestas de intención de voto. Por otro lado, opinó sobre la alianza entre el PPC y el APRA considerándola “la unión entre el hambre y la necesidad”.|11/12/2015|1308.32||296||Héctor Virgilio Becerril Rodríguez|Keiko Fujimori Higuchi|Positivo|2015-12
Medio Impreso|Expreso|Expreso|""Acuña es el candidato de Nadine Heredia""|A fin de librarse de las investigaciones por supuesto lavado de activos, Nadine Heredia y el gobierno de su esposo Ollanta Humala estarían dando facilidades tributarias y apoyo mediático a César Acuña el único candidato que podría darles la impunidad desde el 28 de julio de 2016. Así lo afirmo el ex congresista Álvaro Gutiérrez. Nadine resalto y criticó a Alan García por problemas con su ex esposa Pilar Nores, así como a Keiko Fujimori por ser primera dama en reemplazo de su madre Susana Higushi, pero calló cuando se confirmó que Acuña Peralta había tenido relaciones sexuales con una chica de 15 años que era su alumna, al punto que la embarazó. También explicó cómo se está dando un favorecimiento al candidato de APP usando, recursos públicos, por medio de la polémica Superintendencia Nacional de Educación Superior Universitaria (Sunedu). (...) Por otro lado la actualidad de PPK no es muy buena pues ya no suba en las encuestas sino más bien tiende a bajar.|09/12/2015|22078.38|3598.86|0|2|Álvaro Gutiérrez Cueva|Keiko Fujimori Higuchi|Neutro|2015-12
Medio Impreso|Perú 21|Perú 21|Acuña/Favre, el candidato de palacio - Aldo Mariátegui|Como lo pronostiqué anteriormente (“Plan B”), Acuña se volvió el candidato escondido del gobierno para evitarse juicios. Esta contratación del oficialista Favre confirma eso. Tal como el flautista de Hamelin con los niños, Favre sabe embrujar al “electarado” local, cosa que ya ha demostrado en sus campañas aquí, sea con el “electarado” perteneciente a C-D-E (Ollanta), sea aquel de A-B (Villarán). Y como ya se les cayó Toledo, La República ahora es acuñista.(...) -La artera puñalada de Toledo a su congresista Daniel Mora le pinta de cuerpo entero... Mora debe renunciar a PP si conoce la palabra “Dignidad”. -Qué casualidad que el oficialismo salva vergonzosamente del PJ al congresista Heriberto Benitez y este se lanza inmediatamente contra Keiko. Una por otra...|09/12/2015|1776.51|177.37|0|15|Aldo Mariátegui Bosse|Keiko Fujimori Higuchi|Neutro|2015-12
Web|RPP|rpp.com.pe|Torres: ""el candidato que empieza como favorito, no siempre lo es en las elecciones""|El presidente del Colectivo Chiclayano Despierta, Pedro Torres Fernández, señaló que en esta primera etapa de la campaña electoral con miras al 2016, nada está dicho, pues los actuales ‘favoritos’ podrían dejar de serlo. (...) El analista recalcó que por ahora la tendencia apunta a una segunda vuelta entre Keiko Fujimori “con alguien más que, podría ser Pedro Pablo Kuczynski o incluso César Acuña”. Lo único cierto – dijo, es que a finales de este mes se definirán las fórmulas presidenciales, lo que también influye en el crecimiento del candidato.|13/12/2015|1700.92||0||Pedro Torres Fernández|Keiko Fujimori Higuchi|Neutro|2015-12
Medio Impreso|Correo|Correo|¡Fujishock!|En contra del pedido de su padre, Keiko desembarca de la lista de candidatos al Congreso a los ""históricos"" Martha Chávez, Luisa Cuculiza y Alejandro Aguinaga.|30/12/2015|7938.12|498.03|0|1|Luis Benavente Gianella|Keiko Fujimori Higuchi|Positivo|2015-12
Televisión|Canal N|La Hora N|Entrevista a los analistas políticos Pedro Tenorio y Víctor Ponce (Canal N)|Entrevista. Pedro Tenorio y Víctor Ponce, analistas políticos, comentaron acerca de la carta emitida por Alberto Fujimori solicitando la incorporación a la lista congresal a parlamentarios como Luz Salgado, Martha Chávez, Luisa María Cuculiza, entre otros. Durante su intervención, Tenorio manifestó que la misiva da a entender que el que gobernará no es Fuerza Popular, sino el fujimorismo. Por su parte, Ponce señaló que en una eventual segunda vuelta entre Alan García y Keiko Fujomori ganaría García, ya que existe un antifujimorismo y una izquierda “Vargasllosiana”. A través de un enlace en vivo, la lideresa de Partido Lourdes Flores destacó la alianza con el Apra. Señaló que la misma pretende la generación de ideas renovadoras como el “canon comunal”. Estas declaraciones las emitió luego de la presentación de su libro “Economía Social de Mercado: presente, pasado y futuro”.|17/12/2015|17696||1264||Jaime de Althaus|Keiko Fujimori Higuchi|Neutro|2015-12
Televisión|Canal N|La Hora N|Entrevista a los analistas políticos Pedro Tenorio y Víctor Ponce (Canal N)|Entrevista. Pedro Tenorio y Víctor Ponce, analistas políticos, comentaron acerca de la carta emitida por Alberto Fujimori solicitando la incorporación a la lista congresal a parlamentarios como Luz Salgado, Martha Chávez, Luisa María Cuculiza, entre otros. Durante su intervención, Tenorio manifestó que la misiva da a entender que el que gobernará no es Fuerza Popular, sino el fujimorismo. Por su parte, Ponce señaló que en una eventual segunda vuelta entre Alan García y Keiko Fujomori ganaría García, ya que existe un antifujimorismo y una izquierda “Vargasllosiana”. A través de un enlace en vivo, la lideresa de Partido Lourdes Flores destacó la alianza con el Apra. Señaló que la misma pretende la generación de ideas renovadoras como el “canon comunal”. Estas declaraciones las emitió luego de la presentación de su libro “Economía Social de Mercado: presente, pasado y futuro”.|17/12/2015|17696||1264||Pedro Tenorio Narváez|Keiko Fujimori Higuchi|Neutro|2015-12
