Tipo|Medio General|Medio Específico|Título|Resumen|Fecha Emisión|Valorización|Cm2|Duración|Página|Personajes|Candidatos 2016|Tono|Mes Emisión
Medio Impreso|Perú 21|Perú 21|""Con AP no habrá un ministro como Segura""|Entrevista a Víctor A. García Bleaunde- Congresista y candidato a la primera vicepresidencia por Acción Popular, Víctor Andrés García Belaunde, está convencido de que, cuando se produzcan los debates previos a los comicios generales del 2016, su candidato, Alfredo Barnechea, superará ""largamente"" a sus rivales a Palacio de Gobierno. ¿Usted tendrá más protagonismo que anteriores vicepresidentes?. Yo seré respetuoso de la constitución y de la costumbre histórica política del Perú. Pero PPK ha dicho que sus vicepresidentes no serán figuras decorativas. ¿Puede violarse allí la constitución? En su caso, lo entiendo por su edad. El vicepresidente, en el caso de PPK, va a ser fundamental para atender sus necesidades de salud.(...) Me decía que Barnechea es el mejor candidato. ¿Cuáles son sus principales propuestas?. En los próximos días se va a exponer el plan de gobierno, pero lo que si le puedo decir es que vamos a convertir al Estado en árbitro.(..) ¿Quién sería su ministro de Economía? Yo le puedo asegurar que no habrá un ministro como Segura en el gobierno de Acción Popular. Ese señor es nefasto, hizo el frenazo de la economía. ¿Sigue convencido de que Barnechea pasará a segunda vuelta? Si, yo estoy convencido de que, en un debate con Acuña, García, Keiko, PPK o Toledo, Barnechea se va a lucir y los va a superar largamente, porque está más preparado que todos ellos. Los debates permiten que surjan personalidades.|29/12/2015|10231.16|1100.7|0|16|Víctor Andrés García Belaúnde|Alfredo Barnechea García|Positivo|2015-12
Radio|Radio San Borja|San Borja|Congresista Víctor García Belaunde opina sobre Lori Berenson y candidato Alfredo Barnechea (San Borja)|Congresista Víctor Andrés García Belaunde sostuvo que EE.UU. siempre ha ninguneado el terrorismo en el Perú y que si Lori Berenson fuera del estado islámico estaría condenada de por vida; por esa razón, ahora la consideran como activista. “Esa es la doble moral de los países desarrollados”, señaló. Además, indicó que Alfredo Barnechea será una sorpresa en este proceso de elecciones, por ser joven y muy conocido en el ámbito académico, periodístico, político, entre otros, y por haber sido devoto de las conversaciones con Belaunde y otros políticos.|02/12/2015|92.02||86||Víctor Andrés García Belaúnde|Alfredo Barnechea García|Positivo|2015-12
Televisión|Canal ATV Plus|Hora Clave|Entrevista al congresista Víctor Andrés García Belaunde (ATV+)|Entrevista. El presidente de la Subcomisión de Acusaciones Constitucionales, Víctor Andrés García Belaunde, informó que su grupo de trabajo verá las denuncias contra Alan García, a pesar que el Poder Judicial (PJ) anuló los informes de la Megacomisión. Asimismo, explicó que el fallecido parlamentario Javier Diez Canseco fue quien creo el precedente que luego utilizó Alan García para que el PJ le enmendara la plana al Congreso. De otro lado, indicó que ha renunciado a la posibilidad de ser precandidato presidencial de Acción Popular para apoyar a Alfredo Barnechea.|01/12/2015|5585||1117||Víctor Andrés García Belaúnde|Alfredo Barnechea García|Positivo|2015-12
Web|El Comercio|elcomercio.pe|Las fórmulas del 2016 - Hugo Guerra|En cuanto a Alfredo Barnechea, es mucho candidato para un partido querido pero maltratado como Acción Popular. Los demás postulantes pequeños, Ántero Flores-Aráoz, Renzo Reggiardo y Julio Guzmán quizá en el 2021 sean una opción...Así, solo quedan tres opciones razonables: PPK ofrece una alternativa interesante y viable, pese a la presencia de gente de tercer nivel en su lista. Keiko Fujimori es también atendible porque, aunque cueste decirlo, ella no es lo mismo que su corrupto padre. Además, cuenta con el apoyo de un hombre muy valioso como José Chlimper, aunque la participación de Vladimiro Huaroc es absurda, lo mismo que el maltrato a personalidades como Martha Chávez.|28/12/2015|5994.53||0||Hugo Guerra Arteaga|Alfredo Barnechea García|Neutro|2015-12
Web|Andina|andina.com.pe|Susana Villarán anuncia que participará en las elecciones 2016|La exalcaldesa de Lima Susana Villarán anunció hoy que participará en las elecciones generales del 2016, luego de haber presentado esta semana su renuncia a las filas de Fuerza Social, partido con el que llegó a la alcaldía capitalina. (...) ""Lo he hecho hasta hoy con César Acuña, con PPK, con Alfredo Barnechea, con Ántero Flores-Aráoz, con Yehude Simon, con muchos líderes y lideresas de base de las izquierdas. Hoy lo haré con Julio Guzmán. Persistiré en ello"", agregó.|12/12/2015|98.6||0||Susana María del Carmen Villarán de la Puente|Alfredo Barnechea García|Neutro|2015-12
Web|Semana Económica|semanaeconomica.com|Toledo, Mendoza, Von Hesse y Barnechea: el segundo pelotón|Cada diciembre antes del año electoral, la organización de la CADE invita a los candidatos a la presidencia que lideran las encuestas. Normalmente son cuatro, pero este año, debido a lo apretado de la pugna por el cuarto lugar, se abrió un cupo más, lo que permitirá que Alejandro Toledo acuda a la cita de Paracas. Según la última encuesta de Ipsos Perú, Toledo cuenta con apenas 5% de intención de voto, un porcentaje que lo coloca enfrente del segundo pelotón de aspirantes en el que figuran –como los personajes más conocidos– Verónika Mendoza, Milton von Hesse y Alfredo Barnechea. ¿Qué propuestas tienen?|03/12/2015|103.45||0||Manuel Burgos|Alfredo Barnechea García|Neutro|2015-12
Medio Impreso|Perú 21|Perú 21|Lo dijo|""Barnechea es una garantía para pelear la posibilidad de entrar a segunda vuelta"" . Victor Andrés García Belaunde.|02/12/2015|646.27|55.82|0|5|Víctor Andrés García Belaúnde|Alfredo Barnechea García|Positivo|2015-12
Radio|Radio San Borja|San Borja Noticias - Edición Matinal|Declaraciones del congresista Víctor Andrés García Belaunde (San Borja)|Enlace telefónico. El congresista Víctor Andrés García Belaunde precisó que Alfredo Barrenechea es una persona de centro izquierda y será una sorpresa en las próximas elecciones presidenciales. Agregó que Barrenechea tendría una buena performance en un debate frente a César Acuña y Keiko Fujimori.|02/12/2015|374.5||350||Víctor Andrés García Belaúnde|Alfredo Barnechea García|Positivo|2015-12
Radio|RPP|La Rotativa del Aire (Primera Edición)|“El panorama del día” con Raúl Vargas (RPP)|En vivo. En “El panorama del día”, el director de noticias de RPP, Raúl Vargas, se refirió a los resultados de la última encuesta de Gfk respecto a la intención de votos de cara a los comicios generales del 2016 y que involucra a los candidatos Keiko Fujimori, Pedro Pablo Kuczynski, César Acuña y Alan García. Por otra lado, sostuvo que la exalcaldesa Susana Villarán “cayó encandilada” al decidir sumarse a la lista presidencial del postulante nacionalista Daniel Urresti. Más adelante, se refirió a las elecciones que se desarrollan ayer domingo en España.|21/12/2015|4202||382||Raúl Vargas Vega|Alfredo Barnechea García|Neutro|2015-12
Web|Perú 21|peru21.pe|Pásame tu plancha - Alfredo Ferrero|Frente Amplio, de Verónika Mendoza, está con el padre Arana y Alan Fairlie. La izquierda va desunida. El partido de gobierno va con el ex ministro Urresti y su gran sorpresa, Susana Villarán. Solidaridad, que parecía no que presentaba plancha, va con Nano Guerra García, que iba a lanzarse por el Partido Humanista de Yehude, y con el congresista José Luna, que tiene los recursos y movilizaciones partidarias. Acción Popular intentará sorprender con Alfredo Barnechea, hombre de gran preparación, acompañado por el congresista Víctor Andrés García Belaunde y Edmundo del Águila. Otras planchas intentarán el milagro con poca opción.|24/12/2015|1874.83||0||Alfredo Ferrero Diez-Canseco|Alfredo Barnechea García|Positivo|2015-12
Medio Impreso|Correo|Correo|2016: Un año de definiciones - Juan Carlos Valdivia|E l siglo XXI ha sido generoso con el Perú. A pesar de la crisis institucional que vivimos y de una sociedad en permanente cambio, la economía ha crecido, los negocios se han desarrollado y hemos retirado a más del 30% de la población de la pobreza. (...) Hay una vasta oferta electoral, dispersa, que debió consolidarse en una o dos propuestas. Pero cuando tenga que elegir su candidato, escoja entre aquellos que nos garanticen que no se desandará lo andado, que nos afirmen que los cambios que proponen son para consolidar el modelo económico y no para implantar uno diferente. Hay de donde escoger, desde PPK o Alan García, pasando por Keiko Fujimori, Julio Guzmán, Ántero Flórez, Alfredo Barnechea y quizá César Acuña.|30/12/2015|1233.75|129.24|0|11|Juan Carlos Valdivia|Alfredo Barnechea García|Neutro|2015-12
Medio Impreso|La República|La República|¿Quién dijo que todo está perdido? - Rocío Silva|Todos hemos sido testigos de los entretelones de las planchas electorales, motivo por el cual hemos sufrido golpes, decepciones, bajoneadas y toda clase de situaciones que, una vez más, nos enfrentan a un panorama de crisis de partidos totalmente descarnado: 19 planchas pegadas con “scotch”, articuladas sobre la necesidad de pasar la valla electoral y armadas como “frankensteins” cuyo valor central radica en seguir con vida a punta de electroshocks. (...) Barnechea ha dicho que esta contienda electoral será sobre dos maneras de entender el desarrollo: “un crecimiento fujimorista o autoritario” basado en cuatro ejes: 1) reblandecimiento del Estado; 2) erosión del sector público; 3) idolatría del mercado y 4) privatización sin regulación, ejes a los que se adscriben los cuatro candidatos que están arriba en las encuestas; y un crecimiento “de políticas desarrollistas” que él califica como belaundista. En lo último disiento: en realidad, este segundo tipo de “crecimiento” es el que desde muchos ángulos, sobre todo desde sectores de izquierda, se ha venido a calificar como un “cambio de modelo” centrado en nuevas reglas de juego para las empresas extractivas y en una diversificación productiva que en nuestro Estado actual está representado por el Ministro de la Producción, Piero Ghezzi, al que, desgraciadamente, no le dan el poder que deberían y le recortan las alas a hachazo limpio.|29/12/2015|2477.41|295.32|0|5|Rocío Silva Santisteban|Alfredo Barnechea García|Neutro|2015-12
Radio|Exitosa|Exitosa Noticias|Entrevista al parlamentario Mesías Guevara sobre Acción Popular (Exitosa)|Entrevista. El parlamentario Mesías Guevara comentó las expectativas por la presentación de Alfredo Barnechea como candidato a la presidencia por Acción Popular. Indicó que AP es el único partido que ha realizado comicios internos organizados y supervisados por la ONPE, por lo que expresó sus críticas por los otros contendientes electorales. Por otro lado, destacó el reciente cuestionamiento contra la Comisión de Ética en el caso Juan José Díaz Dios.|22/12/2015|2621.43||1387||Mesias Antonio Guevara Amasifuén|Alfredo Barnechea García|Positivo|2015-12
Medio Impreso|Trome|Trome|‘Vitocho’ confía en Alfredo Barnechea|El congresista Víctor García Belaunde (AP) aseguró que la eventual elección de Alfredo Barnechea como candidato presidencial, garantizaría que su agrupación política supere la valla electoral en las elecciones del 2016. Agregó que, aparte de ser miembro de AP, Barnechea es muy cercano al mundo político y académico por su trabajo como periodista. Dijo que ello diferencia a Barnechea de los otros precandidatos de AP, Mesías Guevara, Jano Montoya y Beatriz Mejía.|02/12/2015|1661.71|68.67|0|8|Víctor Andrés García Belaúnde|Alfredo Barnechea García|Positivo|2015-12
Medio Impreso|Nuevo Sol|Nuevo Sol|""En elecciones el dinero te ayuda, pero aquí no te hace presidente""|Al ser consultado sobre la popular frase ""Plata como cancha"" de César Acuña Peralta, el legislador de Acción Popular y Frente Amplio, Victor Andrés Garcia Belaunde , sostuvo que el dinero ayuda en las elecciones ""pero no te hace presidente"". En ese sentido, recordó que ""la campaña más costosa fue de (Mario) Vargas Llosa en el año 90, y una de las más austeras fue la de (Alberto) Fujimori el 90 y eso implicó que los dos lleguen a segunda vuelta...pero el que invirtió más perdió y que invirtió menos ganó"". (...) Analizó candidaturas. En otro momento, sostuvo que el crecimiento en las encuestas de Acuña Peralta se debe a que los candidatos Alan garcía, Pedro Pablo Kuczynski y Alejandro Toledo, han bajado en las mismas por los cuestionamientos que tienen en su contra. ""Eso hace que la población se fije en otro y ese otro es Acuña"", dijo..|10/12/2015|2572.26|389.36|0|5|Víctor Andrés García Belaúnde|Alfredo Barnechea García|Positivo|2015-12
Web|Perú 21|peru21.pe|Alditus was right! - Aldo Mariátegui|(...) Sigamos con las arcadas como cancha: ¿qué hace un rojo de toda la vida como Huaroc con Keiko? ¿Qué hace una roja supuestamente consecuente como Rosa Mavila aliada con Yehude “Baguazo” Simon, divisionista de la izquierda y ex aliado aprista, ppkausa y toledista, amén de preso por vínculos con el MRTA? ¿Qué hace el maoísta de Patria Roja Gregorio Santos de aliado del fonavista Andrés Alcántara después de que este maltrató así al siomista García Núñez y todo ese sector de viejos de la izquierda? ¿Qué hace Lourdes Flores al lado de Alan después de que ella, a comienzos de los 90, probara todas las acusaciones contra este por BCCI, Mirages, etc…? ¿Qué hace un jurista respetable como Marco Ibazeta de compañero de fórmula de Belmont? ¿Qué hace un religioso como el pastor Lay al lado de un tipo como Acuña? ¿Tan desesperado está Solidaridad para no ir a la baja que recurre al recién choteado ‘Nano’? ¿Reggiardo, Barnechea, Guzmán, Pancho Diez Canseco y Popy creen de verdad que tienen alguna chance? ¿De dónde ha sacado Popy ese extravagante corte de pelo medieval?|22/12/2015|1874.83||0||Aldo Mariátegui Bosse|Alfredo Barnechea García|Negativo|2015-12
Radio|Radio Nacional|Nacional en la Noticia|Entrevista al congresista Mesías Guevara Amasifuén (Nacional)|Entrevista. El congresista Mesías Guevara Amasifuén, precandidato presidencial por Acción Popular (AP), exigió a los postulantes al Sillón de Pizarro a informar a la población cuáles son sus propuestas para combatir la impunidad. Indicó que esto es importante al considerar que la impunidad es la madre de la corrupción, flagelo que “engendra a la pobreza, inseguridad ciudadana y todos los males habidos y por haber”. En “Desde la radio”, destacó que todos los proyectos de ley que presentó durante su labor parlamentaria estuvieron inspirados en las enseñanzas legadas por sus líderes políticos Fernando Belaunde Terry y Valentín Paniagua Corazao. Más adelante, informó que la Oficina Nacional de Procesos Electores supervisará las elecciones internas de AP este domingo 20 de diciembre. Finalmente, sostuvo que él no tiene tanta plata como César Acuña Peralta para llevar con holgura una campaña electoral. “Tengo dinero para vivir con dignidad, pero no para comprar conciencias”, sentenció Guevara.|17/12/2015|869.2||820||Mesias Antonio Guevara Amasifuén|Alfredo Barnechea García|Neutro|2015-12
Medio Impreso|Perú 21|Perú 21|Perú Posible todavía no decide si irá solo|El ex mandatario Alejandro Toledo, postulante a la Presidencia de la República por Perú Posible, afirmó que en este partido aún no se ha decidido si se formará alianzas con otras agrupaciones políticas.|02/12/2015|2927.8|260.34|0|7|Mesias Antonio Guevara Amasifuén|Alfredo Barnechea García|Neutro|2015-12
Medio Impreso|Perú 21|Perú 21|Pásame tu plancha - Alfredo Ferrero|Se anunciaron 17 planchas con posibilidades de ser 19 o 20 hasta el 11 de enero que se inscriben para las elecciones 2016, algunas llegan con sorpresas y otras ya anticipadas. Keiko escogió al ex ministro de Agricultura de su padre y exitoso agroexportador, y a Vladimiro Huaroc (...) PPK va con la anticipada inclusión a la segunda vicepresidencia de Mercedes Aráoz, ex ministra aprista (...) Alan con su nueva aliada, Lourdes Flores (...) Acuña lleva a su reciente incorporación, Anel Townsend (...) Toledo acompañado por dos peruposibilistas –que no quedan muchos–, Marcial Ayaipoma y la ex ministra Carmen Omonte. (...) Frente Amplio, de Verónika Mendoza, está con el padre Arana y Alan Fairlie. (...) El partido de gobierno va con el ex ministro Urresti y su gran sorpresa, Susana Villarán. Solidaridad, que parecía no que presentaba plancha, va con Nano Guerra García que iba a lanzarse por el Partido Humanista de Yehude (...) Acción Popular intentará sorprender con Alfredo Barnechea.|24/12/2015|1405.15|164.45|0|8|Alfredo Ferrero Diez-Canseco|Alfredo Barnechea García|Neutro|2015-12
Web|ATV|atv.pe|Susana Villarán participará en las elecciones 2016|La exalcaldesa de Lima Susana Villarán anunció que participará en las elecciones generales del 2016, luego de haber presentado esta semana su renuncia a las filas de Fuerza Social, partido con el que llegó a la alcaldía capitalina. (...) En su texto refirió que seguirá conversando con líderes políticos para unir esfuerzos y evitar que el fujimontesinismo regrese...""Lo he hecho hasta hoy con César Acuña, con PPK, con Alfredo Barnechea, con Ántero Flores-Aráoz, con Yehude Simon, con muchos líderes y lideresas de base de las izquierdas. Hoy lo haré con Julio Guzmán. Persistiré en ello"", agregó.|12/12/2015|86.66||0||Susana María del Carmen Villarán de la Puente|Alfredo Barnechea García|Neutro|2015-12
Web|Correo|diariocorreo.pe|2016: Un año de definiciones - Juan Carlos Valdivia|(...) Hay una vasta oferta electoral, dispersa, que debió consolidarse en una o dos propuestas. Pero cuando tenga que elegir su candidato, escoja entre aquellos que nos garanticen que no se desandará lo andado, que nos afirmen que los cambios que proponen son para consolidar el modelo económico y no para implantar uno diferente. Hay de donde escoger, desde PPK o Alan García, pasando por Keiko Fujimori, Julio Guzmán, Ántero Flórez, Alfredo Barnechea y quizá César Acuña.|30/12/2015|702.1||0||Juan Carlos Valdivia|Alfredo Barnechea García|Neutro|2015-12
Medio Impreso|Diario Uno|Diario Uno|Sacar la segunda vuelta - César Lévano|Pasar a la segunda vuelta en las elecciones presidenciales del 2016 es el sueño de candidatos como Pedro Pablo Kuczynski y César Acuña. Alan García y Alejandro Toledo están demasiado abajo en las encuestas como para aspirar a ese segundo round (...) ""Quizá en enero o febrero veamos a Julio Guzmán, Renzo Reggiardo o Verónika Mendoza entrar a la pelea por el segundo puesto"", manifestó Benavente. (...) El análisis de Benavente no toma en cuenta a Alfredo Barnechea, recién lanzado como candidato de Acción Popular, el partido de Fernando Belaunde, Más allá de inclinaciones personales, considero que Barnechea, hombre de centro, y Verónika Mendoza, candidata de los sectores progresistas, presentan las propuestas más sólidas y coherentes, con mayor sentido social.|29/12/2015|2330.2|244.16|0|2|Luis Benavente Gianella|Alfredo Barnechea García|Positivo|2015-12
Medio Impreso|La República|La República|Conmigo esto no sucedía - Augusto Álvarez Rodrich|Lo más coherente en las próximas elecciones es votar en blanco. Padre Gastón Garatea. Que se comprometan con el país, no con su bolsillo. Mons. Luis Bambarén a los candidatos. Tengo la convicción de que Daniel Urresti es inocente. Susana Villarán. Desconcierto y decepción. Lourdes, Anel y Susana diluidas y sometidas al sistema. Los principios no valen votos. Mónica Sánchez. El NO de la revocatoria se deshizo: Lourdes con Alan, Anel con Acuña y Susana con Urresti. Los principios no alcanzaron. Luis Daveloius. Quiero evitar que Keiko sea presidenta. No vamos a permitir que vuelva la corrupción. Susana Villarán. (...) La gente no vota el 24 de diciembre sino el 10 de abril. Alfredo Barnechea sobre las encuestas. Tengo todo el derecho de criticar lo bueno o lo malo que han hecho regímenes anteriores. Ollanta Humala. Hable o calle, Humala no interfiere de ninguna manera. Alan García. Urresti es un insultólogo profesional. Luis Iberico. Las penas estuvieron pensadas para los cholos de las protestas sociales, no para las dignas señoras que humillan a la PNP. Rocío Silva Santisteban. Esto no habría sucedido jamás conmigo. Donald Trump sobre el error en la final de Miss Universo.|28/12/2015|1948.33|232.59|0|5|Augusto Álvarez Rodrich|Alfredo Barnechea García|Neutro|2015-12
Radio|Exitosa|Nicolás Lucar en Exitosa|Víctor Andrés García Belaúnde se pronunció sobre planchas presidenciales (Exitosa)|Enlace telefónico. Víctor Andrés García Belaúnde comentó acerca de la participación de la exalcaldesa, Susana Villarán, en la plancha presidencial del candidato Daniel Urresti señalando que le sorprende esta nueva alianza. Asimismo, lamentó que partidos como Perú Posible aún no decidan a los integrantes de sus planchas presidenciales, pues esto debilitaría el sistema partidario. Con respecto a la elección de Alfredo Barnechea, destacó que en Acción Popular realizaron votaciones internas en coordinación con la ONPE y dijo que no lo imagina perdiendo en un debate ante Keiko Fujimori, César Acuña o Pedro Pablo Kuczysnki.|21/12/2015|765.45||405||Víctor Andrés García Belaúnde|Alfredo Barnechea García|Positivo|2015-12
Medio Impreso|Extra|Extra|Confía en alfredo|El congresista de Acción Popular, Victor Andrés Garcia Belaunde, consideró que el precandidato de su partido Alfredo Barnechea garantizaría, no solo pasar la valla electoral, sino también la posibilidad de entrar a la segunda vuelta en las elecciones.|03/12/2015|124|31.18|0|4|Víctor Andrés García Belaúnde|Alfredo Barnechea García|Positivo|2015-12
Medio Impreso|Del País|Del País|En AP creen que Alfredo Barnechea puede pasar a segunda vuelta|El congresista de Acción Popular (AP) Victor Andrés Garcia Belaunde consideró que el precandidato presidencial de su partido AIfredo Barnechea garantizada no solo pasar la valla electoral, sino también la posibilidad de entrar a la segunda vuelta en las elecciones del 2016.|02/12/2015|204.96|56.57|0|2|Víctor Andrés García Belaúnde|Alfredo Barnechea García|Positivo|2015-12
Televisión|Panamericana TV|Las cosas como son |Congresistas García Belaunde y Mulder opinaron sobre escenario electoral (Canal 5)|El congresista de Acción Popular Víctor Andrés García Belaunde reconoció que es riesgosa la apuesta de su partido por competir en las elecciones del 2016 sin realizar alianzas. En otro momento, comentó que Alfredo Barnechea es el mejor posicionado públicamente de los precandidatos que pretenden representar al partido en las elecciones presidenciales. De otro lado, García Belaunde destacó cualidades de José Chlimper, integrante de la plancha presidencial de Keiko Fujimori, y dijo que Vladimiro Huaroc es un “picaflor” de la política. El congresista también comentó que Mercedes Aráoz, integrante de la fórmula encabezada por Pedro Pablo Kuczynski, le debe todo a Alan García. .El periodista Mario Saldaña comentó que ante una consulta el ministro Jaime Saavedra, el Jurado Nacional de Elecciones ha autorizado al Ministerio de Educación para que emitan las campañas publicitarias sobre la reforma universitaria (a propósito del tema de la neutralidad del gobierno en una campaña electoral). El congresista aprista Mauricio Mulder afirmó que el presidente Ollanta Humala, en cada presentación pública, acusa a los candidatos presidenciales de querer desactivar programas sociales como Qali Warma. En otro momento, Mulder y García Belaunde discreparon sobre el efecto que tendrá la alianza entre el Partido Aprista y el Partido Popular Cristiano. Finalmente, coincidieron en expresar sus dudas sobre el liderazgo de Keiko Fujimori en el fujimorismo.|20/12/2015|52312.26||1005||Víctor Andrés García Belaúnde|Alfredo Barnechea García|Positivo|2015-12
Televisión|RPP|Ampliación de Noticias - RPP|Mesías Guevara dialoga sobre elecciones internas en Acción Popular (RPP TV)|Entrevista. El presidente de Acción Popular, Mesías Guevara, señaló que el mensaje dado por los candidatos que participaron en la CADE ha sido dirigido al tema macroeconómico y muy poco se habló de la microeconomía. En otro momento, indicó que su partido ha tomado decisión de ir solos en las próximas elecciones. Recalcó que la organización del proceso electoral en Acción Popular estará a cargo de la ONPE. Informó que los precandidatos de su partido son: Alfredo Barnechea, Beatriz Mejía, Jano Montoya y su persona. Mesías Guevara sostuvo que son distintos a Keiko Fujimori, Alan García, Alejandro Toledo, César Acuña y Pedro Pablo Kuczynski.|09/12/2015|2245.36||508||Mesias Antonio Guevara Amasifuén|Alfredo Barnechea García|Neutro|2015-12
Web|Perú.com|peru.com|Susana Villarán sí participará en elecciones contra el fujimorismo|La exalcaldesa de Lima Susana Villarán, a través de su cuenta de Facebook, anunció que participará en las Elecciones 2016 , a pesar que dijo en reiteradas oportunidades que no lo haría.. “Seguiré conversando con líderes políticos para unir esfuerzos y evitar que el fujimontesinismo regrese, ahora encarnado en Keiko. Lo he hecho hasta hoy con César Acuña, con PPK, con Alfredo Barnechea, con Antero Flores Araoz, con Yehude Simon, con muchos líderes y lideresas de base de las izquierdas en el país. Hoy lo haré con Julio Guzmán”, continuó su anunció.|12/12/2015|1975.45||0||Susana María del Carmen Villarán de la Puente|Alfredo Barnechea García|Neutro|2015-12
Web|Perú 21|peru21.pe|Perú Posible todavía no ha decidido si formará alianzas con agrupaciones políticas|El exmandatario Alejandro Toledo, postulante a la Presidencia de la República por Perú Posible, afirmó que en este partido aún no se ha decidido si se formará alianzas con otras agrupaciones políticas...“No se ha tocado ningún tema de alianzas. Todavía tenemos algunos días, estamos en proceso de evaluarlo, primero al interior del partido”, declaró a la prensa Alejandro Toledo...Cuando se le preguntó respecto a la declaración del legislador ‘chakano’ Daniel Mora, quien afirmó que Alejandro Toledo no es el “candidato idóneo” de Perú Posible –en una entrevista publicada ayer en Perú21–, Toledo respondió que “las cosas internas se ventilan internamente”.|02/12/2015|1874.83||0||Mesias Antonio Guevara Amasifuén|Alfredo Barnechea García|Neutro|2015-12
