Tipo|Medio General|Medio Específico|Título|Resumen|Fecha Emisión|Valorización|Cm2|Duración|Página|Personajes|Candidatos 2016|Tono|Mes Emisión
Web|Correo|diariocorreo.pe|El deporte más practicado en la campaña electoral: el transfuguismo|El analista Víctor Andrés Ponce explica por qué muchos optan por cambiar de partido político cada cierto tiempo. A su juicio, la democracia en el Perú carece de un sistema de partidos políticos...“Cuando se habla de una democracia más o menos estable, se habla de un sistema de partidos. En el Perú existe una política sobre la base de personalidades”, sostuvo para marcar la diferencia entre lo que sucede en el país y en el exterior...“Ese tipo de liderazgo lo representan Keiko (Fujimori), PPK, (Alan) García, incluso (César) Acuña y (Alejandro) Toledo. Detrás de ellos no hay una idea de institucionalidad”, precisó.|25/12/2015|702.1||0||Víctor Andrés Ponce|Hernando Guerra-García Campos|Neutro|2015-12
Medio Impreso|Gestión|Gestión|Análisis e ironía: planchas|Fernando Tuesta analizó las planchas. “Lo malo: solo dos mujeres. Lo feo: Lourdes combate por años a Alan y va en su plancha; Nano Guerra García combatió la revocatoria y va con Solidaridad; Villarán combate a favor de los DD.HH. y va con el “Capitán Arturo”; Huaroc combatió al fujimorismo y va con Keiko. “Mejor no sigo con el camino de los combatientes, que ya me cansé”, escribió en Facebook.|22/12/2015|587|46.53|0|28|Fernando Tuesta Soldevilla|Hernando Guerra-García Campos|Negativo|2015-12
Medio Impreso|La República|La República|Cambalache - Nelson Manrique|El travestismo político de las últimas semanas es un momento notable de la crisis de representación que el Perú afronta desde los años 90. En la izquierda se vive el cierre, muy mal procesado, de un ciclo generacional. Por un lado, se ha agotado el impulso de la generación que formó la Izquierda Unida en los 80, después de 25 años de intentos infructuosos de “refundar” la izquierda. Por otro, emerge una nueva generación de dirigentes que mantienen lazos tenues con la generación anterior, cuyos integrantes están entre los 25 y 35 años, en que las mujeres tienen una participación muy destacada: Verónika Mendoza, Marisa Glave, Sigrid Bazán, Claudia Cisneros, y más. (...) El epicentro de la descomposición política en curso está constituido por el entorno de los colaboradores que rodearon a Susana Villarán en su gestión edil y en la lucha contra la revocatoria. En una breve enumeración destacan los casos de Nano Guerra García, propuesto por Villarán como candidato presidencial de Fuerza Social el 2011, que emigró primero al Partido Humanista de Yehude Simon, para luego recalar como candidato presidencial en el partido de Luis Castañeda Lossio, precisamente uno de los artífices del intento de revocatoria. Vladimiro Huaroc, ex-presidente de Fuerza Social, el partido fundado por Villarán, decidió incorporarse al equipo de Keiko Fujimori. Anel Townsend, dirigente en la campaña contra la revocatoria, se incorporó al partido de César Acuña (Yehude Simon afirmó en Twitter que Susana Villarán lo invitó a sumarse a este proyecto, y su afirmación no ha sido desmentida). Ahora se vocea la incorporación de Susel Paredes y Augusto Rey al partido de PPK. Ya ellos se encargarán de negarlo o confirmarlo.|29/12/2015|3594.34|428.44|0|5|Nelson Manrique|Hernando Guerra-García Campos|Neutro|2015-12
Medio Impreso|Correo|Correo|El deporte más practicado en la campaña electoral: eltransfugismo|Si por algo se caracteriza la actual campaña electoral es por el indiscriminado y grosero cambio de camisetas políticas en la gran mayoría de candidatos que pugnan por llegar al poder, ya sea como integrantes de una plancha presidencial o de una lista parlamentaria. Para muestra, un botón: Rogelio Canches. En los inicios de su carrera política llegó a la presidencia regional del Callao por el partido Perú Posible, luego fundó su agrupación Movimiento Amplio Regional Callao y después fue elegido congresista por Gana Perú. Hoy es el flamante vocero político de Alianza Para el Progreso (APP) en el Callao, es decir, la agrupación que promueve la candidatura de César Acuña.(..) “Ese tipo de liderazgo lo representan Keiko (Fujimori), PPK, (Alan) García, incluso (César) Acuña y (Alejandro) Toledo. Detrás de ellos no hay una idea de institucionalidad”, precisó el analista Víctor Andrés Ponce. (...) “Lo más llamativo de esta elección es la decisión de Anel Townsend de integrar la fórmula de Acuña y la decisión de Susana Villarán de integrar la fórmula de Daniel Urresti. A eso hay que sumarle el caso de Nano Guerra García. Es una política reducida a la ‘oportunidad’”, concluyó el analista.|25/12/2015|32914.48|3068.94|0|2|Víctor Andrés Ponce|Hernando Guerra-García Campos|Neutro|2015-12
Medio Impreso|Diario Uno|Diario Uno|Muñecos electorales de fin de año - Carlos Alonso Bedoya|Se va terminando el año con 19 muñecos electorales que aspiran gobernar el Perú y si bien a varios de ellos provocaría quemarlos el 31 en la noche, lo cierto es que a mitad del verano ya serán relevantes solo cinco o seis en términos de representación congresal. Entre los más resaltantes están Acuña, PPK Keiko y Alan García.|24/12/2015|2511.65|263.36|0|8|Carlos Alonso Bedoya|Hernando Guerra-García Campos|Neutro|2015-12
Web|Canal N|canaln.pe|JNE insta a Alan García, César Acuña y José Luna a 'no sacar la vuelta' a normas|El Jurado Nacional de Elecciones, JNE, presentó esta tarde un informe sobre algunos candidatos a la presidencia y vicepresidencia de la república en los comicios generales del 2016. Alan García, César Acuña y José Luna Gálvez fueron los postulantes protagonistas del informe referido al uso de recursos económicos de universidades durante sus campañas electorales. (...) Alberto Kuroiwa, director de fiscalización del JNE, explicó que a través de un oficio remitido al Jurado Especial de Elecciones (Lima Centro 1), se dio cuenta del favorecimiento que habrían recibido los postulantes, mientras que los casos de García y Luna fueron presentados ante la Superintendencia Nacional de Educación Superior Universitaria, Sunat y Onpe.|31/12/2015|104|99.81|0||Alberto Kuroiwa Bermejo|Hernando Guerra-García Campos|Negativo|2015-12
Medio Impreso|La República|La República|Rondón se reúne hoy con Nano Guerra|Pese a ser candidato a la vicepresidencia en la plancha del candidato presidencial Nano Guerra García, el congresista Gustavo Rondón reveló que recién hoy se reunirá con el mencionado postulante para conocerlo y saber sus propuestas para el país.|28/12/2015|272.76|56.56|0|10|Gustavo Bernardo Rondón Fudinaga|Hernando Guerra-García Campos|Positivo|2015-12
Web|Correo|diariocorreo.pe|Macondo electoral - Iván Slocovich|No hay duda de que, con lo visto en las últimas horas en el panorama electoral peruano, la desmesurada y genial imaginación de Gabriel García Márquez, uno de los padres del realismo mágico en Latinoamérica -esa corriente literaria donde lo extraño, absurdo e inimaginable sucede como si nada y sin que nadie levante una ceja-, ha quedado chica, pues las postulaciones de Nano Guerra García, el preso Gregorio Santos y Susana Villarán escapan de todo lo previsible y lógico...Comencemos con Guerra García, quien hasta hace unos días era el casi anónimo precandidato presidencial del Partido Humanista, hasta que el líder de esta agrupación, Yehude Simon, decidió bajarle el dedo por “no hacer clic” con los electores. Ahora el hombre ha sido acogido por Solidaridad Nacional, cuyo dueño parece ser José Luna, quien antes quiso aliarse con Pedro Pablo Kuczynski, pero fue rechazado por pedir demasiado a cambio de aportar poco o nada a los “pepekausas”.|21/12/2015|702.1||0||Iván Slocovich Pardo|Hernando Guerra-García Campos|Neutro|2015-12
Radio|Exitosa|Exitosa Noticias|Entrevista al analista político, José Alejandro Godoy (Exitosa)|Entrevista. El analista político José Alejandro Godoy hizo un balance de los últimos acontecimientos en el gobierno. En primer lugar, indicó que el presidente Ollanta Humala desearía que su candidato resalte y podría explicarse su reacción ante las críticas. Asimismo, opinó sobre el spot de campaña de 'Nano' Guerra García, como deberá conectar Julio Guzmán con la población más allá de las redes sociales, la no inclusión de sendos representantes fujimoristas de la plancha congresal de Fuerza Popular y calificó a la Ley Universitaria como óptima para el sector educativo. Se recibieron llamadas del público.|31/12/2015|2848.23||1507||José Alejandro Godoy|Hernando Guerra-García Campos|Neutro|2015-12
Web|Perú 21|peru21.pe|Pásame tu plancha - Alfredo Ferrero|Frente Amplio, de Verónika Mendoza, está con el padre Arana y Alan Fairlie. La izquierda va desunida. El partido de gobierno va con el ex ministro Urresti y su gran sorpresa, Susana Villarán. Solidaridad, que parecía no que presentaba plancha, va con Nano Guerra García, que iba a lanzarse por el Partido Humanista de Yehude, y con el congresista José Luna, que tiene los recursos y movilizaciones partidarias. Acción Popular intentará sorprender con Alfredo Barnechea, hombre de gran preparación, acompañado por el congresista Víctor Andrés García Belaunde y Edmundo del Águila. Otras planchas intentarán el milagro con poca opción.|24/12/2015|1874.83||0||Alfredo Ferrero Diez-Canseco|Hernando Guerra-García Campos|Positivo|2015-12
Medio Impreso|El Comercio|El Comercio Cuerpo A|Un problema, sí; pero también una posibilidad - Pedro Tenorio|Buscar la presidencia y ser un completo desconocido para la mayoría de lectores es un gran problema (...) Sorprende que con más de dos décadas en la actualidad política, cinco de cada diez encuestados no tengan ni idea de quién es Ántero Flores-Aráoz o que pese a sus cinco años en el Congreso y varias semanas como precandidata Verónika Mendoza sea ignorada por ocho de ada diez. Igual sucede con Hernando Guerra-García, pese a su carrera como motivador empresarial (...) Hoy César Acuña viene dando el campanazo, pero mientras los viejos conocidos se sacan los ojos, algún enano se podría abrir paso.|06/12/2015|2393.58|123.66|0|2|Pedro Tenorio Narváez|Hernando Guerra-García Campos|Neutro|2015-12
Web|Exitosa|exitosadiario.pe|Acuña quiere comprar la Presidencia ¿lo dejaremos? - Miguel Santillana:|La falta de transporte público y el desempleo creado por el “ajuste estructural” de los primeros años del fujimorato permitió que las personas desempleadas encontraran una oportunidad de empleo en el transporte al utilizar camionetas rurales comúnmente llamadas combis.(...) Es ahí donde ubico al candidato César Acuña. Si bien ha sido diputado, dos veces alcalde de Trujillo, representante de todos los alcaldes del Perú, gobernador de la Libertad, etcétera. Todo indica que lo logrado ha sido al margen o al filo de la ley. Tiene 80 juicios en Trujillo, pero anda libre haciendo campaña. Su partido debe al JNE multas por exceso de financiamiento en sus campañas, pero no le da la gana de pagar. Existe un video en que promete “plata como cancha” si sale reelecto alcalde de Trujillo al regalar víveres a las zonas más pobres a cambio de votos. Acuña cree que puede comprar la Presidencia, ¿lo dejaremos?|29/12/2015|71.5||0||Miguel Santillana|Hernando Guerra-García Campos|Neutro|2015-12
Radio|Radio San Borja|San Borja Noticias -Tarde |Entrevista al legislador Heriberto Benítez (San Borja)|Entrevista. El congresista Heriberto Benítez sostuvo que le gustaría postular a la reelección al Parlamento en las próximas elecciones. Añadió que de ninguna manera postularía con la lista congresal de Alan García y Keiko Fujimori. Además, Benítez sostuvo que está dispuesto a conversar con el candidato presidencial César Acuña para integrarse a su campaña. En otro momento, precisó que espera que Anel Townsend mantenga sus ideales a pesar de que cambie de agrupaciones políticas.|21/12/2015|1066.79||997||Heriberto Benítez Rivas|Hernando Guerra-García Campos|Neutro|2015-12
Medio Impreso|Exitosa|Exitosa Diario|Planchones y planchitas - Julio Schiappa|Una primera revisión de las planchas inscritas el fin de semana demuestra que el apuro y el oportunismo han primado en la mayoría de los casos. Una primera pincelada lo ratifica La mejor plancha, para mí, es la de PPK, que incluye un balance feliz entre un líder regional como Martín Vizcarra y la muy capaz tecnócrata Mercedes Aráoz. Uno representa el regionalismo exitoso en una zona minera, la otra cara de Tía María que está a pocos kilómetros de Moquegua, la tierra del expresidente Vizcarra. Mercedes Aráoz representa a la tecnocracia que puso al país en el riel del éxito económico.(...) A pesar de la pataleta que habrá entre mis amigos de izquierda, la tercera mejor plancha es la de José Chlimper con Vladimiro Huaroc y que encabeza Keiko. No hay duda que Chlimper es un líder del éxito emprendedor de la agricultura de exportación.(..) A mí Urresti es un formidable candidato y que dará batalla, bajando del caballo hasta a los más pintados enemigos de Humala. ¿Qué hace allí Susana Villarán? solo Alá lo sabe.|22/12/2015|1876.47|251.9|0|4|Julio Schiappa Pietra|Hernando Guerra-García Campos|Positivo|2015-12
