Tipo|Medio General|Medio Específico|Título|Resumen|Fecha Emisión|Valorización|Cm2|Duración|Página|Personajes|Candidatos 2016|Tono|Mes Emisión
Medio Impreso|Gestión|Gestión|Von Hesse sigue en carrera|Resistencia. Pese a que se escucha con fuerza que la candidatura de Milton von Hesse “no va más”, el oficialismo aún guarda la esperanza de que se quede. El vocero de la bancada Nacionalista, Hugo Carrillo, indicó que aún sigue en pie su postulación. Minimizó que su candidato no pase la barrera del 1% de intención de voto. Habrá que ver cuánto tiempo dura.|02/12/2015|597.94|40.11|0|27|Hugo Carrillo Cavero|Milton von Hesse La Serna|Positivo|2015-12
Radio|Exitosa|Nicolás Lucar en Exitosa|Entrevista a Daniel Urresti sobre situación del nacionalismo y temas de actualidad (Exitosa)|Entrevista. Daniel Urresti comentó su situación al interior del nacionalismo luego de la renuncia de Milton von Hesse como precandidato presidencial. En primer lugar expresó su extrañez por este suceso, además de resaltar el seguimiento del juicio que sostiene pese a la petición de 25 años de cárcel. En ese aspecto, aseguró que en los últimos meses se han presentado variaciones en las declaraciones de los testigos por lo que expresó su satisfacción al ver que 'la verdad sale a flote'. Sobre Von Hesse, reiteró que el es un precandidato, se debe esperar su decisión e hizo hincapié en la experiencia que posee. Asimismo, criticó a Alan García, calificando de 'inviable' las propuestas de gestión presidencial que ha presentado, una de ellas, la salida de las Fuerzas Armadas a las calles. De ser congresista, aclaró: “hay cosas que deben cambiarse (…) yo sería un agitador de masas, necesitamos una norma para que la Contraloría tome control operativo directo y administrativo de todos los órganos de control interno (…)”. Por otro lado, enfatizó en las relaciones de algunas universidades con candidatos presidenciales; por ejemplo, Alas Peruanas – Fujimori, Universidad de San Martín de Porres – Apra y Universidad César Vallejo – Acuña. Más adelante, Urresti Elera lamentó la dificultad del nacionalismo para comunicarse.|03/12/2015|2903.04||1536||Daniel Belizario Urresti Elera|Milton von Hesse La Serna|Positivo|2015-12
Web|Canal N|canaln.pe|Nacionalismo concretará una fórmula electoral tras la supuesta renuncia de von Hesse|El legislador nacionalista, Josué Gutiérrez, señaló que intentó sin éxito comunicarse con el comité de su partido para obtener información sobre la supuesta renuncia del ex ministro, Milton Von Hesse, a postular por el Partido Nacionalista a la presidencia de la República.|03/12/2015|104||0||Josue Manuel Gutiérrez Cóndor|Milton von Hesse La Serna|Neutro|2015-12
Medio Impreso|Perú 21|Perú 21|Acaso el final ocaso - Carlos Basombrío|Ya en plena campaña electoral, no se les ha prestado atención a los resultados de aprobación al presidente y la primer dama en la última encuesta de GFK. Humala baja a 11% su mínimo histórico y Nadine al 9% . Los que consideran que Ollanta está haciendo una gestión buena o muy buena son solo el 4%. El desgate se extiende al primer ministro que baja a un misérrimo 12% de aprobación. (...) ¿Saben cuánto tiene Von Hesse, su candidato, en intención de voto ? Agárrense.|02/12/2015|1525.1|178.67|0|6|Carlos Miguel Ramón Basombrío Iglesias|Milton von Hesse La Serna|Negativo|2015-12
Web|Exitosa|exitosadiario.pe|Gana Perú reafirma a Milton Von Hesse como pre candidato presidencial|El vocero de la bancada de Gana Perú, Hugo Carrillo, reafirmó al ex ministro Milton von Hesse como precandidato de su partido con miras a las elecciones generales del 2016. También le restó importancia a las encuestas.|01/12/2015|71.5||0||Hugo Carrillo Cavero|Milton von Hesse La Serna|Positivo|2015-12
Web|La República|larepublica.pe|Daniel Urresti quiere volver a ser candidato presidencial por Gana Perú|El exministro del Interior, Daniel Urresti, señaló este martes que Milton Von Hesse cobrará notoriedad cuando salga victorioso en las elecciones internas de su agrupación política, Gana Perú. Además mostró interés en volver a ser precandidato presidencial.|01/12/2015|1014.43||0||Daniel Belizario Urresti Elera|Milton von Hesse La Serna|Neutro|2015-12
Medio Impreso|Correo|Correo|¡Vuelve Urresti!|Ante voceada renuncia de Von Hesse.|02/12/2015|3698.87|357.33|0|7|Daniel Belizario Urresti Elera|Milton von Hesse La Serna|Positivo|2015-12
Web|Exitosa|exitosadiario.pe|Fredy Otárola: ""Keiko Fujimori debe devolver el dinero que usó en sus estudios""|El congresista nacionalista Fredy Otárola considera que no basta con que Keiko Fujimori, lideresa de Fuerza Popular, reconozca que se cometieron actos de corrupción en el gobierno de su padre, Alberto Fujimori.|02/12/2015|71.5||0||Fredy Rolando Otárola Peñaranda|Milton von Hesse La Serna|Positivo|2015-12
Radio|RPP|Ampliación de Noticias|Fredy Otárola opina sobre posible reinscripción de precandidatura de Daniel Urresti (RPP)|Despacho. El congresista Fredy Otárola señaló que ya se ha demostrado que las denuncias contra Daniel Urresti fueron patrañas y ya el proceso en su contra se cayó. Consideró que Urresti Elera y Milton von Hesse serían dos precandidatos del nacionalismo que darían mucho que hablar.|02/12/2015|2189||199||Fredy Rolando Otárola Peñaranda|Milton von Hesse La Serna|Positivo|2015-12
Web|El Comercio|elcomercio.pe|Daniel Urresti: ""Si el partido me llama, ahí estaré presente""|El ex ministro del Interior Daniel Urresti reafirmó su intención de convertirse, otra vez, en precandidato presidencial del Partido Nacionalista, luego de que Milton von Hesse confirmara su renuncia a postular por el oficialismo en las Elecciones 2016.|03/12/2015|5994.53||0||Daniel Belizario Urresti Elera|Milton von Hesse La Serna|Positivo|2015-12
Medio Impreso|Del País|Del País|Solo ""por ahora""|Un cauteloso Hugo Carrillo, vocero nacionalista, señaló que “por ahora sigue siendo nuestro precandidato” a la Presidencia, cuando le consultaron sobre la renuncia de Von Hesse a la campaña. Solo faltaba que como Luis Enrique se pusiera a cantar: “Yo no sé mañana...”.|02/12/2015|212.28|58.89|0|2|Hugo Carrillo Cavero|Milton von Hesse La Serna|Positivo|2015-12
Medio Impreso|El Men|El Men|Humalismo respalda a Ven Hesse|El vocero de la bancada Nacionalista Gana Perú, Hugo Carrillo, sostuvo que.el ex ministro de Vivienda, Milton Von Hesse, sigue siendo precandidato de.su partido con miras a las elecciones generales de 2016. (...) Estamos ante una fotografía de la partida, pero será diferente la llegada"", señaló al recordar que en las elecciones del 2011 candidatos como Alejandro Toledo se sentían seguros de ganar y luego se cayeron.|02/12/2015|343.2|132.56|0|2|Hugo Carrillo Cavero|Milton von Hesse La Serna|Positivo|2015-12
Medio Impreso|Publimetro|Publimetro|¿Nacionalismo sin candidato?|El vocero de la bancada de Gana Perú, Hugo Carrillo, desmintió ayer que el exministro Milton von Hesse vaya a renunciar como candidato presidencial del nacionalismo.|02/12/2015|262.62|18.74|0|3|Hugo Carrillo Cavero|Milton von Hesse La Serna|Positivo|2015-12
Medio Impreso|Extra|Extra|Candidatura sigue firme|El vocero del nacionalismo, Hugo Carrillo,sostuvo que el exministro Milton von Hesse sigue siendo precandidato de su partido con miras a las elecciones del 2016.|02/12/2015|168|42.46|0|4|Hugo Carrillo Cavero|Milton von Hesse La Serna|Positivo|2015-12
Radio|Radio San Borja|San Borja|Congresista Rubén Coa lamenta decisión de Milton von Hesse (San Borja)|Despacho: El congresista de Gana Perú, Rubén Coa, lamentó que Milton von Hesse haya decidido no seguir con su precandidatura en el nacionalismo con miras a los comicios generales del 2016. Sin embargo, anotó que cuentan con cuadros importantes en su agrupación política como Daniel Abugattás, Daniel Urresti y Ana Jara. .|03/12/2015|219.35||205||Rubén Coa Aguilar|Milton von Hesse La Serna|Positivo|2015-12
Medio Impreso|Exitosa|Exitosa Diario|Analistas: No repuntó por desgaste del Gobierno|En diálogo con Exitosa, el politólogo José Godoy señaló que era de esperarse la decisión adoptada por el exministro de vivienda , Milton von Hesse, al no repuntar en las encuestas de intención de voto.|04/12/2015|770.02|103.41|0|6|Jorge Nieto Montesinos|Milton von Hesse La Serna|Neutro|2015-12
Web|Canal N|canaln.pe|Urresti podría solicitar a Gana Perú ser nuevamente su candidato a la presidencia|El ex ministro del Interior Daniel Urresti se pronunció acerca de las elecciones generales del 2016 y manifestó que el precandidato del Partido Nacionalista, Milton von Hesse, tendrá notoriedad cuando salga victorioso en los comicios internos de su agrupación.|01/12/2015|104||0||Daniel Belizario Urresti Elera|Milton von Hesse La Serna|Neutro|2015-12
Medio Impreso|Exitosa|Exitosa Diario|Analistas: No repuntó por desgaste del Gobierno|En diálogo con Exitosa, el politólogo José Godoy señaló que era de esperarse la decisión adoptada por el exministro de vivienda , Milton von Hesse, al no repuntar en las encuestas de intención de voto.|04/12/2015|770.02|103.41|0|6|José Alejandro Godoy|Milton von Hesse La Serna|Neutro|2015-12
Medio Impreso|Correo|Correo|¡Vuelve Urresti!|Ante voceada renuncia de Von Hesse.|02/12/2015|6981.72|438.25|0|1|Daniel Belizario Urresti Elera|Milton von Hesse La Serna|Neutro|2015-12
Web|Semana Económica|semanaeconomica.com|Toledo, Mendoza, Von Hesse y Barnechea: el segundo pelotón|Cada diciembre antes del año electoral, la organización de la CADE invita a los candidatos a la presidencia que lideran las encuestas. Normalmente son cuatro, pero este año, debido a lo apretado de la pugna por el cuarto lugar, se abrió un cupo más, lo que permitirá que Alejandro Toledo acuda a la cita de Paracas. Según la última encuesta de Ipsos Perú, Toledo cuenta con apenas 5% de intención de voto, un porcentaje que lo coloca enfrente del segundo pelotón de aspirantes en el que figuran –como los personajes más conocidos– Verónika Mendoza, Milton von Hesse y Alfredo Barnechea. ¿Qué propuestas tienen?|03/12/2015|103.45||0||Manuel Burgos|Milton von Hesse La Serna|Neutro|2015-12
Web|Exitosa|exitosadiario.pe|Von Hesse retiró su precandidatura presidencial del Nacionalismo|El ex ministro Milton von Hesse renunció a su pre candidatura presidencial por el Partido Nacionalista, así se lo informó a la presidenta de este partido, Nadine Heredia, y a su esposo, el presidente de la República, Ollanta Humala. Finalmente su renuncia fue aceptada.|03/12/2015|71.5||0||Hugo Carrillo Cavero|Milton von Hesse La Serna|Neutro|2015-12
Medio Impreso|La República|La República|Ana Jara: CEN nacionalista definirá pre candidaturas|Ante el anuncio del ex ministro Daniel Urresti sobre su posible retorno a la precandidatura presidencial por el Partido Nacionalista, la ex premier Ana Jara dijo que el Comité Ejecutivo Nacional (CEN) será quien defina esta situación. fina esta situación. Se mostró a favor de que Milton von Hesse continúe en el ruedo, e indicó que la bancada nacionalista no ha sido notificada de ninguna renuncia.|03/12/2015|399.4|82.08|0|10|Ana Ethel Del Rosario Jara Velásquez|Milton von Hesse La Serna|Positivo|2015-12
Medio Impreso|Extra|Extra|Buenos candidatos|Por su parte, Fredy Otárola aseveró que tanto Milton von Hesse como Daniel Urresti son buenos aspirantes para representar el Nacionalismo en las elecciones del 2016. ""Serían dos precandidatos de polendas que darían mucho que hblar"", indicó|04/12/2015|152|38.11|0|4|Fredy Rolando Otárola Peñaranda|Milton von Hesse La Serna|Positivo|2015-12
Web|Perú 21|peru21.pe|Percy Medina: ""Un candidato debe tener trayectoria intachable""|Entrevista. Percy Medina, politólogo. (...) ¿Qué candidatos se valen de universidades para promover sus campañas?.Hay varios candidatos vinculados con universidades. El llamado de Transparencia es preventivo...En el caso de César Acuña, vemos que utiliza los bienes de la UCV en su campaña, y que hay publicidad de la universidad con su rostro. ¿Eso se puede regular?.En muchos países se ha buscado regular las campañas a partir de poner límites al gasto, a las donaciones. La manera de sacarle la vuelta a la ley ha sido justamente a través de propaganda realizada de manera indirecta, por otro tipo de organizaciones que no son los partidos.|03/12/2015|1874.83||0||Percy Medina Masías|Milton von Hesse La Serna|Neutro|2015-12
Web|El Comercio|elcomercio.pe|""Si me requieren como precandidato nuevamente estaré presente""|El ex ministro del Interior Daniel Urresti comentó los recientes sondeos de cara a las elecciones generales del 2016 y manifestó que el precandidato del Partido Nacionalista, Milton von Hesse, cobrará notoriedad cuando salga victorioso en los comicios internos de su agrupación.|01/12/2015|5994.53||0||Daniel Belizario Urresti Elera|Milton von Hesse La Serna|Positivo|2015-12
Medio Impreso|La República|La República|""Se demuestra la improvisación nacionalista"" - Luis Benavente|El posible retorno de Daniel Urresti demuestra la improvisación y la falta de coherencia en el Partido Nacionalista, porque el primer candidato presidencial fue él, luego Milton von Hesse y ahora todo volvería como al inicio. Ahora la pregunta es que pasará con la candidatura del ex ministro del Interior. En mi opinión, él va a tratar de jugar con su discurso desenfadado para tratar de sintonizar con el malestar de la ciudadanía, va a tratar de aparecer como el outsider, el antisistema. Esa va a ser una característica de su campaña. Una segunda seguro será atacar fuertemente a Keiko Fujimori y Alan García (...) Pedro Pablo Kuczynski y César Acuña podrían beneficiarse de los ataques de Urresti.|04/12/2015|842.65|173.43|0|8|Luis Benavente Gianella|Milton von Hesse La Serna|Neutro|2015-12
Televisión|Canal N|N Portada|Titulares de N Portada (Canal N)|Temas a tratar: Asesinaron a balazos en el Callao a Wilbur Castillo. // La exoneración de visa Schengen para los peruanos recién se daría en el 2016. // Ana Jara dijo esperar que la candidatura de Milton von Hesse se mantenga en el Partido Nacionalista. // Henrique Capriles: “Venezuela es una bomba a punto de estallar”.|02/12/2015|2016||144||Ana Ethel Del Rosario Jara Velásquez|Milton von Hesse La Serna|Positivo|2015-12
Web|RPP|rpp.com.pe|Daniel Urresti solicita inscripción para precandidatura en Partido Nacionalista|Mediante una carta, el ex ministro del Interior, Daniel Urresti, solicitó a la presidenta del Partido Nacionalista, Nadine Heredia, considere su inscripción como precandidato a las elecciones internas de dicha bancada. Señala que debido a la renuncia del ex titular de Vivienda, Milton von Hesse a la precandidatura presidencial por motivos personales, y que el proceso penal en el que está involucrado, caso Bustíos, está dando un giro a su favor, cree oportuno presentarse.|05/12/2015|1700.92||0||Daniel Belizario Urresti Elera|Milton von Hesse La Serna|Neutro|2015-12
Medio Impreso|Expreso|Expreso|Fredy Otárola- Polifaceook|Tanto Milton von Hesse como Daniel Urresti son buenos aspirantes a representar al nacionalismo en las elecciones 2016.|04/12/2015|92.07|15.86|0|6|Fredy Rolando Otárola Peñaranda|Milton von Hesse La Serna|Positivo|2015-12
Medio Impreso|El Comercio|El Comercio Cuerpo A|El oficialismo dice que postulación de Von Hesse está en evaluación|Con Daniel Urresti intentando relanzar su postulación, la precandidatura del ex ministro Milton von Hesse se debilita en el Partido Nacionalista. Los rumores de su posible renuncia no han caído bien en el partido de gobierno. “Hasta ahora es el precandidato, pero estamos evaluando qué es lo que conviene al partido”, sostuvo el congresista Santiago Gastañaduí a El Comercio sobre Von Hesse.|03/12/2015|5829.15|353.1|0|6|Santiago Gastañadui Ramírez|Milton von Hesse La Serna|Neutro|2015-12
Medio Impreso|Trome|Trome|Von Hesse y Urresti dividen a humalistas|La parlamentaria Oficialista Ana Jara se mostró a favor de que Milton von Hesse mantenga su postulación, ante los rumores de su posible renuncia.|03/12/2015|1515.09|62.81|0|8|Ana Ethel Del Rosario Jara Velásquez|Milton von Hesse La Serna|Positivo|2015-12
Televisión|TV Perú|TV Perú Noticias (Noche)|Continúa sesión del Pleno (Canal 7)|En vivo. Continúa la sesión del Pleno del Congreso. Se debate el levantamiento de la inmunidad de los parlamentarios Heriberto Benítez y Víctor Crisólogo. El legislador de Gana Perú, Josué Gutiérrez habló sobre la supuesta renuncia de Milton von Hesse a su precandidatura presidencial.|03/12/2015|3801.17||145||Josue Manuel Gutiérrez Cóndor|Milton von Hesse La Serna|Neutro|2015-12
Medio Impreso|La Nación|La Nación|""Milton von Hesse no es nuestro candidato""|Fredy Otárola, congresista nacionalista, señaló que el exministro de vivienda Milton von Hesse, no es candidato de su partido y que recién dentro de diez días se estará convocando para elegir a quien los represente en las elecciones del 2016.|03/12/2015|486.68|92.31|0|2|Fredy Rolando Otárola Peñaranda|Milton von Hesse La Serna|Neutro|2015-12
Medio Impreso|Expreso|Expreso|Urresti quiere volver a ser precandidato del nacionalismo|El exministro del interior Daniel Urresti presentará en las próximas horas una carta de reconsideración al presidente Ollanta Humala y a la presidenta del Partido Nacionalista, Nadine Heredia, para que lo tomen en cuenta como precandidato en las próximas elecciones presidenciales, según anunció. En tanto, el exministro de Vivienda, Milton von Hesse, sigue como precandidato del nacionalismo, según dijo el vocero de la bancara Hugo Carrillo, aunque sin mucha convicción.|02/12/2015|491.04|80.95|0|5|Hugo Carrillo Cavero|Milton von Hesse La Serna|Positivo|2015-12
Medio Impreso|Trome|Trome|Von Hesse y Urresti dividen a humalistas|La parlamentaria Oficialista Ana Jara se mostró a favor de que Milton von Hesse mantenga su postulación, ante los rumores de su posible renuncia.|03/12/2015|1515.09|62.81|0|8|Fredy Rolando Otárola Peñaranda|Milton von Hesse La Serna|Positivo|2015-12
Medio Impreso|Expreso|Expreso|Descabezado - Alfonso Baella Herrera|Los reflectores electorales están sobre el candidato del partido nacionalista Milton von Hesse. Rumores no confirmados señalan que habia renunciado a la candidatura presidencial por el partido de gobierno. Es más, se dice que Von Hesse estaría esperando la llegada del presidente Ollanta Humala de Francia, donde se encuentra asistiendo a la COP21, la conferencia sobre el cambio climático, para entregarle su carta de renuncia. ¿Por qué ocurre esto en el nacionalismo? ¿Qué ha hecho que el ministro preferido del gobierno decida apartarse de la candidatura que aceptó hace sólo semanas. (...) Otro que da vueltas es Alejandro Toledo que tiene los mismos enemigos que el hurealismo. Es decir, el fujimorismo y el aprismo. En realidad esa alianza es, en el fondo, la más natural luego de 4 años y medio en que Perú Posible ha estado ""colaborando con la gobernabilidad"" del régimen de Ollanta Humala.|02/12/2015|1368.77|223.57|0|13|Alfonso Baella Herrera|Milton von Hesse La Serna|Neutro|2015-12
Web|La República|larepublica.pe|Ana Jara: CEN nacionalista definirá pre candidaturas|Ante el anuncio del ex ministro Daniel Urresti sobre su posible retorno a la precandidatura presidencial por el Partido Nacionalista, la ex premier Ana Jara dijo que el Comité Ejecutivo Nacional (CEN) será quien defina esta situación.. .Se mostró a favor de que Milton von Hesse continúe en el ruedo, e indicó que la bancada nacionalista no ha sido notificada de ninguna renuncia. Mientras que el congresista Fredy Otárola destacó las cualidades de ambos como pre aspirantes presidenciales, y enfatizó que vería con ""buenos ojos"" el retorno del ex ministro del Interior.|03/12/2015|1014.43||0||Daniel Belizario Urresti Elera|Milton von Hesse La Serna|Positivo|2015-12
Web|América TV|americatv.com.pe|Gana Perú aclara que Von Hesse continúa siendo el candidato oficialista|El vocero de la bancada Nacionalista Gana Perú, Hugo Carrillo, sostuvo hoy que el exministro de Vivienda Milton von Hesse continúa como precandidato de su partido con miras a las elecciones generales del 2016.|01/12/2015|1554.16||0||Hugo Carrillo Cavero|Milton von Hesse La Serna|Positivo|2015-12
Medio Impreso|Extra|Extra|¿Gana Perú sin candidato presidencial? - C. Alfredo Vignolo G. del V.|Recientemente reapareció el inefable y cantinflesco ex ministro del Interior Daniel Urresti, para comentar las encuestas electorales, manifestando que el precandidato del Partido Nacionalista, Milton von Hesse, tendrá notoriedad cuando salga electo en los comicios internos de dicha agrupación. Urresti afirmó que está pensando ""seriamente"" en remitirle una carta a la presidenta de su partido, Nadine Heredia y a Ollanta Humala para comunicarles que está dispuesto a volver a ser precandidato, como si la precandidatura presidencial fuera un juego.|03/12/2015|800|200.13|0|4|Alfredo Vignolo|Milton von Hesse La Serna|Neutro|2015-12
Web|Publimetro|publimetro.pe|Milton von Hesse habría retirado su pre-candidatura a la presidencia|Se habrían confirmado los rumores. Milton von Hesse, quien fuera voceado como el candidato del Nacionalismo habría decidido no participar en los comicios de 2016, según afirma El Comercio.|03/12/2015|133.02||0||Hugo Carrillo Cavero|Milton von Hesse La Serna|Neutro|2015-12
Medio Impreso|Diario El Popular|El Popular|Posible candidatura de Urresti genera disputas en Gana Perú|El ex ministro del Interior, Daniel Urresti, reiteró que está dispuesto a volver a ser candidato presidencial del Partido Nacionalista para el 2016 si su agrupación así lo decide. ""Si necesitan de un precandidato, yo estoy dispuesto"", expresó.|03/12/2015|819.2|301.45|0|10|Fredy Rolando Otárola Peñaranda|Milton von Hesse La Serna|Positivo|2015-12
Medio Impreso|La República|La República|""Soy un militante con toda la intención de ser precandidato""|Entrevista a Daniel Urresti- -Milton van Hesse ya renunció a la precandidatura del Partido Nacionalista. ¿Usted volverá y ocupará su lugar? -Yo me he puesto a disposición del partido. Lo que va a suceder ahora es que con la renuncia de (Milton) vonn Hesse el CEN y la presidenta del partido (Nadine Heredia) se van a reunir y tomarán una decisión interna, Ellos son los que decidirán qué persona debe presentarse a las elecciones (...) -¿Cree usted que hizo una buena labor durante su gestión como ministro del Interior? -Es muy subjetivo calificar una gestión que fue tan amplia a nivel nacional.|04/12/2015|3258.59|669.43|0|8|Daniel Belizario Urresti Elera|Milton von Hesse La Serna|Neutro|2015-12
Web|Canal N|canaln.pe|Ana Jara: Espero que postulación presidencial de Milton Von Hesse se mantenga|La parlamentaria oficialista Ana Jara se mostró a favor de que el exministro Milton Von Hesse mantenga su precandidatura presidencial por el Partido Nacionalista con miras a los comicios del 2016.|02/12/2015|104||0||Ana Ethel Del Rosario Jara Velásquez|Milton von Hesse La Serna|Positivo|2015-12
Radio|RPP|La Rotativa del Aire (Tercera Edición)|Entrevista a Teófilo Gamarra, congresista de Gana Perú (RPP)|Enlace telefónico: El congresista de Gana Perú, Teófilo Gamarra, dijo que a través de los medios de comunicación se está enterando del presunto alejamiento de Milton von Hesse a la precandidatura del nacionalismo para los comicios generales del 2016..Remarcó que esperará que se oficialice esta noticia y sostuvo que Von Hesse es una persona calificada y técnica.|03/12/2015|3938||358||Teófilo Gamarra Saldívar|Milton von Hesse La Serna|Positivo|2015-12
Medio Impreso|La República|La República|Daniel Urresti volverá a ser precandidato nacionalista|Ex ministro del Interior retiraría hoy su carta de renuncia que presentó en octubre para inscribir luego su precandidatura y competir con Milton von Hesse en elecciones internas. Heredia y Humala ya conocerían esa decisión. Para tomar esta decisión, Urresti tendría el respaldo de numerosos delegados de su partido que apuntalarán su precandidatura, según indicaron anoche fuentes cercanos al exgeneral del Ejército, quienes adelantaron que la dirigencia del partido oficialista y el mismo presidente Ollanta Humala, que hoy retorna a Lima, ya conocen de esa determinación.|02/12/2015|2566.93|527.81|0|8|Daniel Abugattás Majluf|Milton von Hesse La Serna|Positivo|2015-12
Medio Impreso|El Comercio|El Comercio Cuerpo A|Gutiérrez dice que Abugattás y Jara también son precandidatos|El congresista oficialista Josué Gutiérrez afirmó que el Partido Nacionalista (PNP) toma con calma la renuncia del ex ministro Milton von Hesse a su precandidatura a la presidencia. Gutiérrez dijo también que la tranquilidad por la renuncia de Von Hesse responde a que todavía tienen a tres precandidatos que quieren representar al nacionalismo en los comicios del 2016. “Las dos alternativas que tenemos son los congresistas Daniel Abugattás y Ana Jara, además del señor [Daniel] Urresti. Lo que queremos es una lista de consenso”, afirmó. El ex ministro del Interior Daniel Urresti dijo que recibió “con mucha tristeza y pena” la noticia de que Von Hesse ya no será más el precandidato de su partido. “Yo estaba apoyándolo al 100%, estaba saliendo con él y planificando sus salidas”, dijo.|04/12/2015|2299|358.22|0|12|Josue Manuel Gutiérrez Cóndor|Milton von Hesse La Serna|Neutro|2015-12
Web|América TV|americatv.com.pe|Ana Jara: Espero que Milton Von Hesse mantenga su postulación presidencial|La parlamentaria oficialista Ana Jara se mostró a favor de que el exministro Milton Von Hesse mantenga su precandidatura presidencial por el Partido Nacionalista con miras a los comicios del 2016.|02/12/2015|1554.16|770.38|0||Ana Ethel Del Rosario Jara Velásquez|Milton von Hesse La Serna|Positivo|2015-12
