Tipo|Medio General|Medio Específico|Título|Resumen|Fecha Emisión|Valorización|Cm2|Duración|Página|Personajes|Candidatos 2016|Tono|Mes Emisión
Web|El Comercio|elcomercio.pe|Basta de hipocresías en el 2016 - Fernando Vivas|(...) Acuña no es un enemigo del sistema, es purito statu quo, el candidato más peruano de todos, como dice el ‘acuñólogo’ Rodrigo Barrenechea. Entonces, estar contra él debiera equivaler a apostar por un cambio profundo. Sin embargo, no es esa la actitud que domina el voto por Keiko, PPK o Alan. ¿O me van a decir que estos tres son siquiera reformistas? Ante Acuña hay desde rechazo institucional al clientelismo hasta profundos miedos sociales.|30/12/2015|5994.53||0||Fernando Vivas Sabroso|Alan García Pérez|Neutro|2015-12
Televisión|RPP|RPP - Enfoque de los Sábados|Entrevista al presidente de Confiep, Martín Pérez (RPP TV)|Entrevista. El presidente de Confiep, Martín Pérez, realizó un análisis de lo que fue la CADE 2015 y dijo que la misma fue de “consenso”, al remarcar que se coincidió que los grandes temas del país son la institucionalidad y la competitividad. Tras comentar algunas frases de Keiko Fujimori, Alejandro Toledo y Alan García; recordó que el ministro de Economía dijo que hay muchas iniciativas complejas desde el punto de vista de la estabilidad económica. En otro momento, resaltó que los postulantes se hayan referido acerca de crear un régimen tributario especial para las Mypes y el régimen laboral que podrían tener. Agregó que se deben hacer transparentes los aportes privados a las campañas políticas. Más adelante, destacó la necesidad que los candidatos presidenciales ofrezcan los mejores postulantes al Congreso, los cuales deben estar sujetos a un escrutinio público previo, anotó. Finalmente, se refirió acerca del discurso de clausura que brindó el presidente Ollanta Humala del cual dijo es el mejor que ha escuchado.|05/12/2015|4442.1||1005||Martín Pérez Monteverde|Alan García Pérez|Positivo|2015-12
Radio|RPP|La Rotativa del Aire (Primera Edición)|Piden declarar en emergencia el Callao (RPP)|El ministro del Interior, José Pérez Guadalupe, afirmó que el Gobierno aún no analiza el pedido hecho por autoridades y algunas instituciones para declarar en emergencia el Callao. Aseveró que se debe analizar en que medida esta declaratoria ayudaría a combatir la delincuencia. El asesor de la PCM, Martín Soto, preguntó que ha hecho la Fiscalía, Poder Judicial, Procuraduría Pública y la Contraloría para solucionar el problema del Callao. En tanto, Víctor Castillo, secretario general del Sindicato de Trabajadores de Enapu Perú, sostuvo que hay seudosindicatos en el primer puerto que se dedican al sicariato y la extorsión. Recordó que en el gobierno de Alan García se afilió a seudosindicatos al Ministerio de Trabajo.|04/12/2015|2200||200||José Luis Pérez Guadalupe|Alan García Pérez|Negativo|2015-12
Medio Impreso|Diario Uno|Diario Uno|Contra Nuestra América - César Lévano|Antes de que Mauricio Macri asuma la presidencia de la Argentina, su triunfo lo muestra como lo que es: un neoliberal que aspira a plasmar un afán de Washington: romper o dañar la unidad de los países de Nuestra América que se oponen al vasallaje del imperio y defienden su soberanía y su desarrollo independiente. Por algo, el gesto poselectoral más importante de Macri ha sido proponer que se suspenda a Venezuela de su asociación con Unasur. El significado de esa propuesta se aclara cuando se comprueba que Alan García la apoya, con el pretexto de defender la libertad y la democracia. (...) Más allá del debate legítimo en Venezuela y de la coyuntura electoral , al fondo de la historia, está el petróleo. Los gringos añoran la posesión de los yacimientos . Los entreguista de América en el Perú, los jefes arpistas en Argentina, los hombres de Macri sirven ese interés.|02/12/2015|2167.85|227.53|0|2|César Lévano|Alan García Pérez|Neutro|2015-12
Radio|Radio San Borja|No hay Derecho|Entrevista al analista Steve Lewinsky (San Borja)|Entrevista. El analista Steve Lewinsky, reconoció que no ha conversado con la lideresa Keiko Fujimori sobre sus planes con su padre, pues considera que es un dilema muy fuerte, ya que ella al hablar del caso siempre se refiere a la vía judicial, sin embargo “todos saben” que esta entidad no es independiente. Asimismo añadió que el expresidente Alberto Fujimori libre generaría “mucha presión”, para su hija, por lo que ella no “sabe qué hacer”, pues su objetivo es ser presidente. Con respecto a su puesto como primera dama, durante el gobierno de su padre, señaló que ella no fue consciente pues era joven, motivo por el cual considera que inició su carrera política hace apenas 10 años. Aseveró que “los peruanos deberían votar en contra de Keiko Fujimori”. Se refirió además a la evaluación a la que están siendo sometidos los congresistas fujimoristas más antiguos. Con respecto a la alianza entre el PPC y el APRA, expresó que mientras uno ayuda a cambiar la imagen de “corrupto”, el otro suma votos y logra el pase de la valla. Se refirió además a la participación de Anel Townsend en el partido. Lewinsky, añadió también que Pedro Pablo Kuczynski se encuentra sólido en la clase media alta, pero no tanto en el interior del país, sin embargo debe tener cuidado de candidatos como Daniel Urresti, aunque no cree que este último supere el 5 %.|17/12/2015|2147.49||2007||Steven Levitsky|Alan García Pérez|Neutro|2015-12
Televisión|Capital|Contra Corriente |Entrevista a Susel Paredes, funcionario edil de Los Olivos (Capital TV)|Entrevista. Susel Paredes, exfuncionaria del municipio de Lima y actual funcionaria de Fiscalización en Los Olivos, comentó que postulará al Congreso en las elecciones del 2016 y dijo estar a favor de que se forme un frente para competir con la candidata presidencial Keiko Fujimori, candidatura que consideró un peligro para la democracia por estar rodeada de personajes que formaron parte del gobierno del encarcelado Alberto Fujimori (en otro momento se refirió a la corrupción en el gobierno fujimorista y a casos como las esterilizaciones forzadas). Sin embargo, reconoció que en los últimos años Keiko Fujimori ha hecho un gran trabajo político en su organización. Sobre su labor en la Municipalidad de Lima, Susel Paredes comentó que la exalcaldesa Susana villarán fue víctima de una campaña en su contra. Además, informó sobre su labor de fiscalización de las construcciones y el uso de espacios públicos en Los Olivos. Al final del diálogo, Susel Paredes y Mariella Patriau comentaron brevemente sobre las caricaturas políticas en las que se menciona a Alan García y demás candidatos presidenciales. Además, coincidieron en rechazar que se quiera descalificar al candidato Pedro Pablo Kuczynski por el tema de su edad. Susel Paredes dijo que le pedirá a la ministra de la Mujer que se publique la convención que protege a loas personas adultas mayores de que los declaren interdictas.|02/12/2015|8484||2424||Mariella Patriau|Alan García Pérez|Neutro|2015-12
Medio Impreso|Ojo|Ojo|¿Alan con Antero y Reggiardo?|A una semana de que termine el plazo para la inscripción de alianzas electorales, los dirigentes apristas ""están avanzando"" en las conversaciones con Vamos Perú, cuyo líder es el actual alcalde del Callao, Juan Sotomayor. (...) 21 agrupaciones políticas están habilitadas ante el JNE para las elecciones del 2016.|04/12/2015|2133.93|249.61|0|8|Claude Maurice Mulder Bedoya|Alan García Pérez|Positivo|2015-12
Radio|RPP|La Rotativa del Aire (Primera Edición)|Omar Quesada niega comando de campaña con el nombre de Américo Oropeza (RPP)|El secretario general del Apra, Omar Quesada, negó la existencia de un comando de campaña con el nombre de Américo Oropeza, padre de Gerald. Añadió que la foto donde aparece la madre del joven investigado por tráfico de drogas con el lema de Alan García 2016 habría sido tomada antes de que ella fuera expulsada del partido.|01/12/2015|1881||171||Omar Quesada Martínez|Alan García Pérez|Positivo|2015-12
Medio Impreso|Diario Uno|Diario Uno|Urresti ningunea a García y Acuña|El nacionalista Daniel Urresti aún no es candidato; pero ha empezado a calentar la monótona campaña electoral en la que cinco neoliberales se han ubicado en los primeros lugares de las principales encuestas del medio. Sin embargo, para Urresti no está claro quién ocupa el tercer lugar de los sondeos de opinión. Al responder las preguntas de la prensa, manifestó ayer que sabe que Keiko Fujimori y Pedro Pablo Kuczynski ocupan el primero y segundo lugar, respectivamente, pero que no le queda claro quién o quiénes se pelean el tercer lugar. ""Yo sé que Keiko está en el primer lugar y PPK en segundo lugar pero no sé quién esta en el tercer lugar. PPK y Acuña no me suenan"", refirió.|12/12/2015|3667.2|384.71|0|6|Daniel Belizario Urresti Elera|Alan García Pérez|Neutro|2015-12
Medio Impreso|La Razón|La Razón|La Alianza Popular encarna el desarrollo económico con justicia social - Víctor Raúl Trujillo|Si los países dejaron de lado los odios generados por millones de muertos en guerras de cientos de años, es hora de que nosotros dejemos de repetir los enfrentamientos del pasado para mirar con seriedad y optimismo el futuro, y eso lo han sabido entender muy bien Alan García y Lourdes Flores. (...) En este inicio de campaña de presentación de alianzas y planchas hemos visto cómo la antipolítica que instauró el fujimorismo en los 90 es replicada no solo por la hija del dictador, sino también por otros candidatos.|21/12/2015|924.73|157.12|0|13|Víctor Raúl Trujillo de Zela|Alan García Pérez|Positivo|2015-12
Medio Impreso|Del País|Del País|Consideran alentador que alianza APRA-PPC tenga 15% de respaldo|El congresista del Partido Popular Cristiano (PPG), Juan Carlos Eguren, consideró alentador que a pocos días de lanzada, el 15 % de los encuestados respaIde la conformación de la alianza entre su partido y el Apra, y se mostró confiado en revertir el 43 por ciento de rechazo en las semanas venideras. El parlamentario señaló que el reto para las siguientes semanas es aumentar la aprobación, pero sobretodo, transformar esa disposición positiva en votos para el candidato presidencial Alan García.|21/12/2015|1066.89|265.08|0|5|Juan Carlos Eguren Neuenschwander|Alan García Pérez|Positivo|2015-12
Radio|RPP|la Rotativa del Aire (Segunda Edición)|Declaraciones de congresista Héctor Becerril (RPP)|En vivo. El parlamentario de Fuerza Popular, Héctor Becerril, lamentó las declaraciones del presidente de la República, Ollanta Humala, quien calificó a Alberto Fujimori como “ladrón de marca mayor”, refiriéndose a su gestión presidencial. En ese sentido, Becerril se refirió a los juicios a los que está sometido la presidenta del Partido Nacionalista, Nadine Heredia, y consideró que la pareja presidencial está “obsesionada” con Keiko Fujimori, puesto que lidera las encuestas de intención de voto. Por otro lado, opinó sobre la alianza entre el PPC y el APRA considerándola “la unión entre el hambre y la necesidad”.|11/12/2015|1683||153||Héctor Virgilio Becerril Rodríguez|Alan García Pérez|Negativo|2015-12
Televisión|TV Perú 7.3|Desde la radio |Entrevista a exministra aprista Mercedes Cabanillas (TV Perú 7.3)|Entrevista. La exministra Mercedes Cabanillas señaló que el APRA y el PPC han cumplido todos los pasos de ley para suscribir su alianza electoral, en ese sentido, indicó que a través de la consulta interna se han decidido los cargos en la plancha presidencial. Por otro lado, analizó la situación de confrontación entre la lideresa de Fuerza Popular, Keiko Fujimori, y su padre, Alberto Fujimori, tras discrepar sobre las evaluaciones a las que están sometidos los cuadros del fujimorismo para formar parte de la lista congresal con miras a las elecciones del 2016 y consideró que es natural la renovación de cuadros en cada agrupación política. En “Desde la Radio”, Cabanillas Bustamante, sostuvo esperar que la coalición “Alianza Popular”, genere la adhesión necesaria para alcanzar el Gobierno y llevar a cabo las propuestas para el país. En tanto, refirió al caso “narcoindultos” y manifestó que la política se está judicializando, ""la presión política no deja trabajar correctamente al Ministerio Público y Poder Judicial"", precisó. Finalmente, informó que la campaña de Alan García será financiada con los aportes de cada militante postulante al Parlamento y agregó que todo será debidamente sustentado ante la ONPE.|18/12/2015|0||1590||Mercedes Cabanillas Bustamante|Alan García Pérez|Positivo|2015-12
Medio Impreso|Correo|Correo|CADE 2015 - Embajador Gabriel García Pike|En esta nota quiero expresar mi opinión sobre la presentación en la CADE 2015 de los cinco candidatos invitados a este evento. García le conversó al auditorio de algo que este deseaba y él que sabía que los otros candidatos no tocarían. Keiko fue muy didáctica en la enumeración de su programa, segura y demostrativa. A PPK no se le sentía muy seguro de sí mismo y Acuña quiso dirigirse a sus pares y no sé si lo logró. Y en el caso de Toledo, no entiendo qué es lo que hacía allí. ¿Por qué no se retira a Las Casuarinas y vive en paz? Y otro de los temas que tocó García fue el referente a nuestra política exterior y que los otros candidatos dejaron por fuera. Fue al referirse ex profeso a Venezuela, haciendo un llamado a las Fuerzas Armadas de ese país para que respeten los resultados de las próximas elecciones|06/12/2015|1157.24|121.88|0|11|Gabriel García Pike|Alan García Pérez|Positivo|2015-12
Medio Impreso|Exitosa|Exitosa Diario|Rayos X en la CADE - Miguel Torres|La CADE no definirá quién será el próximo Presidente de la República, pero sí nos permite revelar las características más resaltantes de los candidatos presidenciales.Toledo: Demostró que su credibilidad es casi nula.(...) Acuña: Demostró que tiene una débil propuesta y que el no ser un adepto lector le pasa una gran factura.(...) García: Como siempre un gran orador y hábil para sacar cuerpo frente a preguntas incómodas.(...) PPK: Gran favorito al ser identificado como el candidato de los empresarios.(...) De Keiko se comentó mucho. La gran cantidad de observaciones estuvo dirigida a calificada de ""aplicada"", ""chancona"", ""acartonada"".|11/12/2015|1569.96|210.69|0|9|Miguel Ángel Torres Morales|Alan García Pérez|Neutro|2015-12
Web|Correo|diariocorreo.pe|?Elecciones 2016: No hubo un ganador en el CADE, señalan analistas|Luis Benavente explicó que si bien el líder del Apra sabía que no era el favorito en el CADE, este trató de ganarse la confianza de los presente...""El hecho de decir que Luis Carranza volvería a ser su ministro de Economía, es una señal que da mucha estabilidad, mucha confianza"", señaló Benavente a canal N. ..En tanto, Juan De la Puente dijo que de todos los candidatos que expusieron sus propuestas Alan García fue el más coherente...""Ha hilvanado la política con elementos técnicos del gobierno"", aseveró el analista. ..Asimismo, ambos analistas sostuvieron que el CADE fue un escenario favorable para Pedro Pablo Kuczynski...""El más solvente en temas técnicos fue Pedro Pablo Kuczynski"", De la Puente.|06/12/2015|702.1||0||Luis Benavente Gianella|Alan García Pérez|Positivo|2015-12
Medio Impreso|Diario Uno|Diario Uno|La campaña de César Acuña - Carlos Alonso Bedoya|La gran cantidad de dinero que ha metido para posicionarse, junto con la ausencia de una opción potente (electoralmente hablando) en el sector centro-izquierda del espectro político nacional, le han permitido a Cesar Acuña romper el escenario construido por la derecha y la prensa concentrada que alenta a Keiko Fujimori, PPK y Alan García como los bolos fijos para resol ver las elecciones del 2016. Con ello, el dueño de la Universidad César Vallejo se ha colocado como un polo de atracción para diversos grupos y personajes de la política peruana que andan buscando una combi con posibilidades. (...) Críticas al modelo económico, enfrentamiento con El Comercio y remixes de Pensión 65 y Beca 18 no se harán esperar. También sus jales de centro y los posibles tales de izquierda ante el caos en que ha resultado un acuerdo electoral amplio en ese campo), expresarán la línea Favre. No sorprenda que Marisol Espinoza o el propio Sergio Tejada terminen como invitados en la lista de Acuña.|12/12/2015|2578.5|270.23|0|6|Carlos Alonso Bedoya|Alan García Pérez|Neutro|2015-12
Web|RPP|rpp.com.pe|Para Mulder, acercamiento de PPK y Fujimori a la derecha es ""bamba""|El congresista aprista Mauricio Mulder (CP) consideró que el intento de los candidatos presidenciales Keiko Fujimori y Pedro Pablo Kuczynski de inclinarse hacia el espectro político de centro o de izquierda, es una ""conversión bamba"" que nadie va creer.|02/12/2015|1700.92||0||Claude Maurice Mulder Bedoya|Alan García Pérez|Positivo|2015-12
Televisión|Canal ATV Plus|ATV+ Noticias Edición tarde|Apra oficializaría mañana alianzas políticas (ATV+)|Enlace telefónico. El secretario general del Apra, Omar Quesada, comentó sobre la presunta alianza que el PPC y su partido formarían para las elecciones del 2016. En ese sentido, señaló que aún no se ha confirmado la inscripción ante el Jurado Nacional de Elecciones pero que sí se han realizado conversaciones sobre esta unión política. Asimismo, dijo que varios movimientos regionales se han mostrado a favor de la candidatura de Alan García y que mañana se oficializarán las alianzas del Apra.|11/12/2015|2835||567||Omar Quesada Martínez|Alan García Pérez|Positivo|2015-12
Televisión|Latina|90 Segundos Sábados|Astrólogo Francisco Choy pronostica segunda vuelta entre Keiko y César Acuña (Canal 2)|El astrólogo Francisco Choy pronosticó que una probable segunda vuelta se daría entre los candidatos César Acuña y Keiko Fujimori.|26/12/2015|13495.68||528||Francisco Choy|Alan García Pérez|Positivo|2015-12
Web|El Comercio|elcomercio.pe|Lourdes: Voy con Alan, seré candidata a primera vicepresidencia|La lideresa del Partido Popular Cristiano (PPC) Lourdes Flores Nano anunció hoy que conformará la plancha presidencial que encabeza el líder aprista y ex presidente de la República, Alan García...Vale anotar que este anuncio se da luego de que ayer se inscribiera la alianza para las elecciones del 2016 entre el PPC, el Apra y el partido Vamos Perú, quienes registraron dicha coalición ante el Jurado Nacional de Elecciones (JNE) bajo el nombre de Alianza Popular.|13/12/2015|5994.53||0||Lourdes Flores Nano|Alan García Pérez|Positivo|2015-12
Medio Impreso|Nuevo Sol|Nuevo Sol|En el APRA mienten por defender a García|Están desesperados por negar lo evidente. El congresista Mauricio Mulder afirmó que la foto donde aparece la madre de Gerald Oropeza haciendo campaña por Alan García es de finales de 2012 o de 2013.(...) Agregó que quienes suelen estar en primer lugar, como Keiko Fujimori, tienden a descender a lo largo de la campaña. Mientras que el secretario general del APRA, Omar Quesada, negó que exista un comando de campaña de su partido con el nombre Américo Oropeza, y aseguró que la foto en la que aparece la madre de Gerald Oropeza con apristas sería trucada.|01/12/2015|1274.89|241.63|0|3|Claude Maurice Mulder Bedoya|Alan García Pérez|Positivo|2015-12
Medio Impreso|La República|La República|Gino Costa afirma que PPK no indultará narcos como se hizo en gobierno pasado|Gino Costa, jefe del Plan de Seguridad Ciudadana de Peruanos por el Kambio, informó que una de las medidas que plantean para combatir la inseguridad es el de no dar indultos ni conmutar penas a reos que hayan cometido delitos graves como narcotráfico, extorsión, secuestro y sicariato. En ese sentido, Gino Costa dijo no entender cómo era posible que en el segundo gobierno del ex presidente Alan García se haya dado cientos de indultos y conmutaciones de penas a sentenciados por narcotráfico. En el Plan de Seguridad Ciudadana de PPK se plantea también reestructurar el Consejo Nacional de la Magistratura, pues consideran a esta institución como un obstáculo para combatir la corrupción debido a las denuncias en contra de algunos de los magistrados que integran esta institución. También se plantea repotenciar con tecnología de punta la investigación e inteligencia criminal de la Policía Nacional del Perú.|26/12/2015|925.45|190.48|0|8|Gino Francisco Costa Santolalla|Alan García Pérez|Negativo|2015-12
Radio|RPP|Ampliación de Noticias|Joel Segura comenta sentencia por caso “Narcoindultos” (RPP)|Entrevista. El procurador Anticorrupción, Joel Segura, señaló que si bien ayer se dio a conocer la decisión del tribunal en el caso “Narcoindultos” aún no tienen las razones detalladas que llevaron a esta resolución. Aseveró que el tribunal solo se ha referido a las once personas cercanas a Miguel Facundo Chinguel y no al caso de Aurelio Pastor (que es investigado en la Fiscalía) ni de Alan García (que es evaluado en el Congreso por el mismo tema). Segura manifestó que lo dicho por el partido Aprista – esta sentencia desbarata la imputación de una política de gobierno en favor del tráfico ilícito de drogas – es una opinión política pues este caso no está cerrado. El procurador aseveró que aún existen elementos para poder encontrar mayor culpabilidad de los involucrados.|15/12/2015|8954||814||Joel Segura Alania|Alan García Pérez|Neutro|2015-12
Medio Impreso|Nuevo Sol|Nuevo Sol|En el APRA mienten por defender a García|Están desesperados por negar lo evidente. El congresista Mauricio Mulder afirmó que la foto donde aparece la madre de Gerald Oropeza haciendo campaña por Alan García es de finales de 2012 o de 2013.(...) Agregó que quienes suelen estar en primer lugar, como Keiko Fujimori, tienden a descender a lo largo de la campaña. Mientras que el secretario general del APRA, Omar Quesada, negó que exista un comando de campaña de su partido con el nombre Américo Oropeza, y aseguró que la foto en la que aparece la madre de Gerald Oropeza con apristas sería trucada.|01/12/2015|1274.89|241.63|0|3|Omar Quesada Martínez|Alan García Pérez|Positivo|2015-12
Web|El Comercio|elcomercio.pe|Barreras estatales fueron tema de fondo en segundo día de CADE|Tras el segundo día de CADE 2015, el subdirector periodístico de El Comercio, Enrique Pasquel, afirmó que uno de los temas transversales de este encuentro es la preocupación por las barreras que el Estado pone para hacer empresa. (...) ""Conversando con varios empresarios en el CADE nos damos cuenta que existe más seguridad entre los empresarios sobre lo que van a decir Alan García, Alejandro Toledo y Pedro Pablo Kuczynski. No hay muchas dudas respecto de qué temas económicos y qué planteamientos van a abordar ellos"", comentó.|03/12/2015|5994.53||0||Enrique Pasquel|Alan García Pérez|Neutro|2015-12
Medio Impreso|Diario Uno|Diario Uno|La unidad de los trabajadores puede mas que los gobiernos - Mario Huamán|En esta etapa electoral, escuchamos diversas promesas de candidatos que recurren a lo imposible para cautivar votantes con miras a las elecciones de 2016; sin embargo, pocos se han dado cuenta de que la unión de los trabajadores puede lograr más beneficios que todos los gobiernos peruanos de este milenio. Por ejemplo, durante los últimos doce años, la Federación de Trabajadores en Construcción Civil del Perú, base de la CGTP, logró duplicar la remuneración mensual de los obreros del sector construcción. (...) Por si fuera poco. el sistema judicial se encuentra copado por el Apra y su candidato ha ofrecido duplicar el número de jueces si sale elegido: es decir, más jueces filoapristas seguirán indultando a más narcotraficantes y amigos de la corrupción de un próximo gobierno aprista Fujimori y García son las peores opciones electorales de esta campaña.|17/12/2015|2377.95|249.43|0|6|Mario Huamán|Alan García Pérez|Negativo|2015-12
Medio Impreso|Nuevo Sol|Nuevo Sol|""Candidatos se pelean y no advierten que Keiko podría ganar en primera vuelta""|Keiko Fujimori (Fuerza Popular) podría ganar en ganar en primera vuelta, y el resto de candidatos sigue peleándose entre ellos sin tomar en cuenta que podría no haber un balotaje, advirtió la periodista Rosa María Palacios. (...) La periodista opinó, en otro momento, que en el caso de haya una segunda vuelta, el líder aprista Alan García no entraría al balotaje. Indicó que si bien tiene algunas cualidades, García Pérez es una persona que no respeta la libertad de expresión. (...) Finalmente, recordó que el exmandatario indultó a la tía de Gerald Oropeza, señora que cumplió solo cuatro años de prisión de los cinco que le habia impuesto el 49° Juzgado Penal de Lima el 16 de marzo de 2007 por el delito de narcotráfico.|09/12/2015|1549.97|293.04|0|4|Rosa María Palacios|Alan García Pérez|Negativo|2015-12
Medio Impreso|Expreso|Expreso|Pide respuesta a fallo|El legislador Sergio Tejada informó que ya se recibió la notificación del fallo del Poder Judicial que excluye al expresidente Alan García de las investigaciones realizadas por la megacomisión al anterior gobierno, y consideró necesaria una respuesta institucional del Congreso al respecto. “No podemos permitir que haya personas que no son iguales ante la ley”.|16/12/2015|239.38|39.84|0|10|Sergio Fernando Tejada Galindo|Alan García Pérez|Neutro|2015-12
Web|El Comercio|elcomercio.pe|Nadine Heredia: ""Liberar a miles de narcos no es rumor maligno""|La primera dama Nadine Heredia volvió a criticar al candidato presidencial del Partido Aprista, Alan García. En esta ocasión, centró sus cuestionamientos en el caso de los narcoindultos...""Liberar a miles de narcos y delincuentes no es 'rumor maligno'. Fueron ¡5.246 narcoindultos!"", indicó la presidenta del Partido Nacionalista en su cuenta de Twitter.|22/12/2015|5994.53||0||Nadine Heredia Alarcón|Alan García Pérez|Negativo|2015-12
Radio|Exitosa|Juan Carlos Tafur en Exitosa|Análisis de la situación política – electoral por Pedro Tenorio (Exitosa)|Entrevista. El periodista y analista político Pedro Tenorio dio un balance de la situación política – electoral. En primer lugar, sostuvo que la decisión de Keiko Fujimori no ha sido improvista, sino que formaría parte de una estrategia electoral. Asimismo, hizo referencia a la militancia de Luisa María Cuculiza, Martha Chávez y Alejandro Aguinaga avocado a su padre, Alberto Fujimori. En ese aspecto, hizo comparación de la percepción de sectores C y D a candidatos como PPK o Alan García, en este último – agregó – le haría falta la construcción de una imagen menos tradicional. Más adelante, puntualizó que César Acuña tendría un 8% de aceptación (y no 25%) y no descartó que Julio Guzmán o Alfredo Barrenechea llamen la atención de la población. Finalmente, Tenorio hizo énfasis en la continuidad de reformas de diversos sectores y apreciar la situación de la economía nacional. No desmereció el reconocimiento de Pedro Chlimper, Martín Vizcarra o Lourdes Flores sobre temas nacionales o la necesidad de función de un sistema de economía abierta y sancionar irregularidades; recordó el caso de concertación de precios entre dos conocidas papeleras y falta de pronunciamiento de la Confiep o empresarios.|30/12/2015|3124.17||1653||Pedro Tenorio Narváez|Alan García Pérez|Neutro|2015-12
Medio Impreso|El Comercio|El Comercio Cuerpo A|Debe pedir perdón - Federico Salazar|La ola delincuencial tiene una de sus causas en la impunidad. La impunidad es responsabilidad de las autoridades. El primero que debe pedir perdón al respecto es el ex presidente Alan García. Es el primero porque de todas las. autoridades que favorecieron la impunidad, ejerció el cargo más alto. Alan García ha defendido su actuación en relación a los indultos presidenciales y la conmutación de penas.|05/12/2015|5633.67|386.03|0|12|Federico Agustín Salazar Bustamante|Alan García Pérez|Negativo|2015-12
Medio Impreso|Diario Uno|Diario Uno|Caso narcoindultos llega a su fin|Los magistrados del Juzgado Penal Nacional Colegiado decidirán mañana la suerte de Facundo Chinguel y otros 12 funcionarios responsables de elaborar los expedientes de los narcoindultos que firmaba el expresidente Alan García tras examinar los casos uno por uno, que permitió la liberación de más de 3 mil narcotraficantes antes que cumplan con su condena. Luego de 48 audiencias, la fiscalia reiteró el pedido de 17 años de prisión para Facundo Chinguel (a quien Garcia llamó un hombre probo) por delitos de asociación ilícita y cohecho pasivo, y penas de entre tres y 16 años de prisión para el resto de implicados.|13/12/2015|8764.03|570.8|0|5|Carlos Rivera Paz|Alan García Pérez|Negativo|2015-12
Medio Impreso|La República|La República|APRA-PPC: esperando los efectos - Mirko Lauer|El Apra y el PPC tienen que esperar todas las fiestas de fin de año y además un par de semanas de enero para descubrir los primeros efectos que tendrá su alianza. (...) ¿Dónde están hoy los votantes pasados del PPC, que tantas veces lo pusieron al filo del triunfo? La respuesta natural es que dispersos entre casi todas las candidaturas actuales. Aunque la de Pedro Pablo Kuczynski probablemente sea la más expuesta a una cierta sangría. Sobre todo porque se ha establecido en torno de PPK una aureola de estancamiento, y un peligro de ser alcanzado pronto por César Acuña. La otra fuente de votos adicionales para la alianza Apra-PPC podría ser el elector desencantado con el giro modernizador de Keiko Fujimori.|18/12/2015|1178.74|242.29|0|4|Mirko Lauer|Alan García Pérez|Neutro|2015-12
Radio|Exitosa|Exitosa Noticias|Entrevista a Luis Alberto Chávez miembro de la Comisión Política de Perú Posible (Exitosa)|.Entrevista. Luis Alberto Chávez, miembro de la Comisión Política de Perú Posible, comentó acerca del cierre del plazo para la conformación de las alianzas electorales, la más sonada fue la del PPC entre el Partido Aprista Peruano. Con respecto a las posibles asociaciones de su partido, descartó que se haya formado alguna. Además, dijo que las últimas encuestas están “movidas” y dio como ejemplo el empate técnico entre Perú Posible y el partido político de César Acuña. También, negó que se haya establecido algún tipo de alianza con la exalcaldesa de Lima Susana Villarán. En otro momento, calificó como raro la coalición entre el PPC y el Apra, pues Alán García adjetivó a Lourdes Flores como candidata de los ricos. Por su parte, el ex primer ministro y presunto nuevo “jale” de César Acuña, César Villanueva, dijo que aún se encuentra en conversaciones e intercambios de información sobre las propuestas del plan de gobierno de Alianza Para el Progreso. .|11/12/2015|1990.17||1053||Luis Alberto Chávez|Alan García Pérez|Neutro|2015-12
Medio Impreso|El Comercio|El Comercio Cuerpo A|Al garete -Gonzalo Portocarrero|Con la crisis internacional y la consiguiente disminución persistente de los precios de los metales se acaban los tiempos del famoso ‘piloto automático’, el período de abundancia cuando lo que sucediera en la política no importaba demasiado, pues la orientación de la sociedad peruana se decidía en el campo de una economía excepcionalmente dinámica. En 1994 se inició un espectacular crecimiento que proveyó recursos para el alivio de la pobreza, la construcción de infraestructura y la mejora de las remuneraciones. Muchos pensaron que este crecimiento se podía convertir en indefinido si el país pudiera explotar de inmediato todos o la mayoría de sus recursos naturales. Esta expectativa fue consagrada por el ex presidente Alan García, en sus artículos sobre el “perro del hortelano”. Se trataba de institucionalizar como política estatal una posibilidad que funcionó en circunstancias muy precisas y con costos muy altos.|30/12/2015|5010.1|666.04|0|19|Gonzalo Portocarrero|Alan García Pérez|Neutro|2015-12
Web|La República|larepublica.pe|He vuelto a un país donde la clase media vive detrás de rejas y alambres de púas electrificadas|Entrebista. Jon Lee Anderson, periodista. (...) Refirió que su retorno al Perú es uno de los que más le chocó..He vuelto a un país, donde la clase media para arriba vive detrás de rejas y alambre de púas electrificadas, con índices de inseguridad muy altas, con casinos por todos lados, que para mí es sinónimo de una sociedad a la deriva. Son lugares del hampa, por lo menos donde se puede lavar dinero. Yo vuelvo a un país sin líderes nuevos, con los tres grandes líderes políticos de los últimos años tras las rejas (Fujimori, Abimael Guzmán, Vladimiro Montesinos). Qué pasa aquí, yo me pregunto, que solo tienen a Keiko Fujimori, Alan García y Toledo y nadie cree en ellos. Veo que este es un país que está yendo a las urnas y nadie cree en nada. No he visto nada de entusiasmo entre los jóvenes y es una pena.|07/12/2015|1014.43||0||Jon Lee Anderson|Alan García Pérez|Neutro|2015-12
